order_date,orders,customers,revenue,units,returns,aov,return_rate
2026-01-30,27,27,98064.51,37,1,3632.018888888889,0.037037037037037035
2026-01-31,30,30,105007.81999999999,49,3,3500.2606666666666,0.1
2026-02-01,32,32,162777.74,46,1,5086.804375,0.03125
2026-02-02,23,23,155881.16,36,3,6777.441739130435,0.13043478260869565
2026-02-03,35,35,169865.86,56,3,4853.310285714285,0.08571428571428572
2026-02-04,21,21,51407.53,27,4,2447.977619047619,0.19047619047619047
2026-02-05,24,24,94970.81,30,3,3957.117083333333,0.125
2026-02-06,22,22,107025.97,36,4,4864.816818181818,0.18181818181818182
2026-02-07,22,22,79130.44,29,0,3596.838181818182,0.0
2026-02-08,19,19,115915.09,31,1,6100.7942105263155,0.05263157894736842
2026-02-09,25,25,168028.99,39,2,6721.1596,0.08
2026-02-10,21,20,141972.15,31,2,6760.578571428571,0.09523809523809523
2026-02-11,19,19,78117.24,26,4,4111.433684210527,0.21052631578947367
2026-02-12,21,21,104666.83,34,1,4984.134761904762,0.047619047619047616
2026-02-13,26,26,226224.99,41,0,8700.961153846154,0.0
2026-02-14,25,25,118618.7,37,3,4744.748,0.12
2026-02-15,16,16,77749.86,25,0,4859.36625,0.0
2026-02-16,23,23,123056.86,29,2,5350.298260869566,0.08695652173913043
2026-02-17,21,21,94507.11,31,0,4500.338571428571,0.0
2026-02-18,21,21,146974.22,33,2,6998.772380952381,0.09523809523809523
2026-02-19,28,27,120519.0,35,3,4304.25,0.10714285714285714
2026-02-20,29,29,160160.74,38,0,5522.784137931034,0.0
2026-02-21,29,29,144667.04,43,4,4988.518620689655,0.13793103448275862
2026-02-22,18,18,77293.94,24,0,4294.107777777778,0.0
2026-02-23,26,26,116262.67,40,2,4471.641153846153,0.07692307692307693
2026-02-24,37,37,202364.88,58,2,5469.3210810810815,0.05405405405405406
2026-02-25,17,17,81117.01,22,2,4771.5888235294115,0.11764705882352941
2026-02-26,18,18,105497.62,34,2,5860.978888888889,0.1111111111111111
2026-02-27,31,31,112067.14,39,2,3615.0690322580645,0.06451612903225806
2026-02-28,21,20,72026.84,29,3,3429.849523809524,0.14285714285714285
2026-03-01,19,19,79219.97,26,3,4169.472105263158,0.15789473684210525
2026-03-02,23,23,63193.28,34,5,2747.533913043478,0.21739130434782608
2026-03-03,23,22,87684.45,26,3,3812.3673913043476,0.13043478260869565
2026-03-04,38,38,204486.11,57,5,5381.213421052631,0.13157894736842105
2026-03-05,16,16,62423.950000000004,20,1,3901.4968750000003,0.0625
2026-03-06,21,21,133775.58,29,1,6370.265714285713,0.047619047619047616
2026-03-07,20,20,106575.16,27,3,5328.758,0.15
2026-03-08,22,22,140114.2,36,2,6368.827272727273,0.09090909090909091
2026-03-09,19,19,119607.47,26,2,6295.13,0.10526315789473684
2026-03-10,26,26,149738.91999999998,33,2,5759.189230769231,0.07692307692307693
2026-03-11,28,28,134671.57,39,1,4809.698928571429,0.03571428571428571
2026-03-12,21,21,119198.61,28,4,5676.124285714286,0.19047619047619047
2026-03-13,18,18,100357.76000000001,30,0,5575.431111111112,0.0
2026-03-14,27,27,140067.85,38,1,5187.698148148148,0.037037037037037035
2026-03-15,20,20,79357.26000000001,32,3,3967.8630000000003,0.15
2026-03-16,21,21,123486.34,31,1,5880.301904761905,0.047619047619047616
2026-03-17,30,30,134950.04,54,1,4498.334666666667,0.03333333333333333
2026-03-18,18,18,72403.04,27,4,4022.3911111111106,0.2222222222222222
2026-03-19,30,30,157780.18,39,3,5259.339333333333,0.1
2026-03-20,30,30,135603.23,46,2,4520.107666666667,0.06666666666666667
2026-03-21,23,23,89335.76,41,5,3884.1634782608694,0.21739130434782608
2026-03-22,28,28,138104.84,41,0,4932.315714285714,0.0
2026-03-23,33,33,163383.31,43,3,4951.009393939394,0.09090909090909091
2026-03-24,21,21,103272.70999999999,36,1,4917.748095238095,0.047619047619047616
2026-03-25,30,30,157416.99,42,2,5247.232999999999,0.06666666666666667
2026-03-26,29,29,133714.74,41,3,4610.853103448276,0.10344827586206896
2026-03-27,17,17,152281.69,25,0,8957.746470588236,0.0
2026-03-28,19,19,122744.4,30,2,6460.231578947368,0.10526315789473684
2026-03-29,19,18,71476.41,24,1,3761.916315789474,0.05263157894736842
2026-03-30,26,26,147924.4,46,2,5689.4,0.07692307692307693
2026-03-31,24,24,158717.81,35,2,6613.2420833333335,0.08333333333333333
2026-04-01,32,32,191047.31,47,3,5970.2284375,0.09375
2026-04-02,23,23,81351.68,31,3,3537.029565217391,0.13043478260869565
2026-04-03,27,27,138766.3,41,2,5139.492592592592,0.07407407407407407
2026-04-04,23,23,116157.26,38,4,5050.315652173913,0.17391304347826086
2026-04-05,20,20,76565.06999999999,27,5,3828.2535,0.25
2026-04-06,13,13,71164.7,17,0,5474.207692307692,0.0
2026-04-07,31,31,135118.14,38,3,4358.649677419356,0.0967741935483871
2026-04-08,34,34,198491.63,54,1,5837.989117647059,0.029411764705882353
2026-04-09,33,33,222993.25,52,2,6757.371212121212,0.06060606060606061
2026-04-10,33,32,123860.78,48,3,3753.35696969697,0.09090909090909091
2026-04-11,29,29,166847.21,41,4,5753.352068965517,0.13793103448275862
2026-04-12,22,22,68742.44,33,1,3124.656363636364,0.045454545454545456
2026-04-13,29,29,132398.49,40,6,4565.465172413793,0.20689655172413793
2026-04-14,27,26,132341.79,36,2,4901.547777777778,0.07407407407407407
2026-04-15,20,20,161476.44,34,1,8073.822,0.05
2026-04-16,20,20,70878.37,26,4,3543.9184999999998,0.2
2026-04-17,25,25,104826.95999999999,30,1,4193.078399999999,0.04
2026-04-18,22,22,128677.82,40,1,5848.991818181818,0.045454545454545456
2026-04-19,32,32,157423.25,45,2,4919.4765625,0.0625
2026-04-20,28,28,142120.82,40,0,5075.743571428572,0.0
2026-04-21,28,28,175958.63,42,4,6284.236785714286,0.14285714285714285
2026-04-22,22,22,126625.79000000001,29,1,5755.717727272728,0.045454545454545456
2026-04-23,26,26,102700.55,36,3,3950.021153846154,0.11538461538461539
2026-04-24,25,25,184492.66999999998,42,3,7379.706799999999,0.12
2026-04-25,24,24,151774.87,35,3,6323.952916666666,0.125
2026-04-26,26,26,116033.88,42,4,4462.841538461538,0.15384615384615385
2026-04-27,30,30,148972.3,51,4,4965.743333333333,0.13333333333333333
2026-04-28,29,28,172374.78,39,2,5943.9579310344825,0.06896551724137931
2026-04-29,26,26,98795.5,34,1,3799.826923076923,0.038461538461538464
2026-04-30,21,21,120276.44,32,1,5727.449523809524,0.047619047619047616
2026-05-01,18,18,92700.59,25,0,5150.0327777777775,0.0
2026-05-02,26,25,192182.52,43,1,7391.635384615384,0.038461538461538464
2026-05-03,21,21,70875.84999999999,30,1,3375.0404761904756,0.047619047619047616
2026-05-04,20,20,106836.45,24,1,5341.8225,0.05
2026-05-05,20,20,119809.36,36,3,5990.468,0.15
2026-05-06,18,18,103396.39,26,2,5744.243888888889,0.1111111111111111
2026-05-07,27,27,109249.58,39,6,4046.280740740741,0.2222222222222222
2026-05-08,26,26,196962.45,38,0,7575.4788461538465,0.0
2026-05-09,20,20,125538.38,29,1,6276.919,0.05
2026-05-10,23,23,106237.01000000001,32,0,4619.000434782609,0.0
2026-05-11,20,20,138489.08,31,2,6924.454,0.1
2026-05-12,24,24,100559.79000000001,30,2,4189.99125,0.08333333333333333
2026-05-13,29,29,127465.06999999999,37,2,4395.34724137931,0.06896551724137931
2026-05-14,24,24,166833.4,35,3,6951.391666666666,0.125
2026-05-15,25,25,129534.44,36,2,5181.3776,0.08
2026-05-16,20,20,117271.17,35,3,5863.5585,0.15
2026-05-17,29,28,148415.27,42,3,5117.767931034482,0.10344827586206896
2026-05-18,34,34,208659.45,53,5,6137.042647058824,0.14705882352941177
2026-05-19,21,21,86132.84,30,2,4101.563809523809,0.09523809523809523
2026-05-20,21,21,141531.86000000002,37,3,6739.6123809523815,0.14285714285714285
2026-05-21,26,26,110674.15000000001,43,4,4256.698076923078,0.15384615384615385
2026-05-22,15,15,74972.38,19,1,4998.158666666667,0.06666666666666667
2026-05-23,21,21,75229.84,30,4,3582.373333333333,0.19047619047619047
2026-05-24,29,29,186580.37,42,2,6433.805862068965,0.06896551724137931
2026-05-25,21,21,119445.7,31,2,5687.890476190476,0.09523809523809523
2026-05-26,30,29,146593.02,43,5,4886.433999999999,0.16666666666666666
2026-05-27,21,21,73883.31999999999,25,4,3518.253333333333,0.19047619047619047
2026-05-28,21,21,58515.509999999995,28,5,2786.452857142857,0.23809523809523808
2026-05-29,19,19,145617.65,30,1,7664.086842105263,0.05263157894736842
2026-05-30,22,22,66836.09,28,2,3038.004090909091,0.09090909090909091
2026-05-31,31,29,127862.59,45,3,4124.5996774193545,0.0967741935483871
2026-06-01,15,14,75039.47,18,2,5002.631333333334,0.13333333333333333
2026-06-02,24,24,99871.08,35,4,4161.295,0.16666666666666666
2026-06-03,27,27,191527.82,44,3,7093.622962962963,0.1111111111111111
2026-06-04,29,29,154335.11,40,2,5321.900344827585,0.06896551724137931
2026-06-05,20,20,165829.43,35,1,8291.4715,0.05
2026-06-06,31,31,172461.78,49,2,5563.283225806452,0.06451612903225806
2026-06-07,18,18,112606.34,28,0,6255.9077777777775,0.0
2026-06-08,20,20,77072.12,25,1,3853.6059999999998,0.05
2026-06-09,34,33,133260.12,47,2,3919.415294117647,0.058823529411764705
2026-06-10,26,26,85953.63,35,5,3305.9088461538463,0.19230769230769232
2026-06-11,35,35,139190.68,44,3,3976.8765714285714,0.08571428571428572
2026-06-12,25,25,77648.52,31,3,3105.9408000000003,0.12
2026-06-13,25,25,190475.46,41,3,7619.0184,0.12
2026-06-14,26,26,108352.59,31,1,4167.407307692308,0.038461538461538464
2026-06-15,29,28,214239.32,43,1,7387.56275862069,0.034482758620689655
2026-06-16,23,23,69827.15,31,5,3035.9630434782607,0.21739130434782608
2026-06-17,32,32,105482.2,43,3,3296.31875,0.09375
2026-06-18,17,17,78364.41,24,3,4609.671176470589,0.17647058823529413
2026-06-19,28,28,183600.12,47,2,6557.147142857143,0.07142857142857142
2026-06-20,18,18,109990.44,31,0,6110.58,0.0
2026-06-21,23,23,108517.07,31,2,4718.13347826087,0.08695652173913043
2026-06-22,19,19,154675.52,34,2,8140.816842105262,0.10526315789473684
2026-06-23,21,21,108813.29000000001,37,0,5181.585238095238,0.0
2026-06-24,28,28,108824.06,33,3,3886.5735714285715,0.10714285714285714
2026-06-25,22,22,75454.95,29,2,3429.7704545454544,0.09090909090909091
2026-06-26,30,28,184158.43,42,2,6138.614333333333,0.06666666666666667
2026-06-27,25,24,118574.02,30,1,4742.9608,0.04
2026-06-28,19,19,100641.58,29,1,5296.925263157895,0.05263157894736842
2026-06-29,25,25,130802.38,36,2,5232.0952,0.08
2026-06-30,17,17,71482.3,21,0,4204.841176470589,0.0
2026-07-01,26,25,129922.17,38,1,4997.006538461538,0.038461538461538464
2026-07-02,24,24,124202.45,36,1,5175.102083333333,0.041666666666666664
2026-07-03,25,25,114997.61,36,2,4599.9044,0.08
2026-07-04,32,30,253006.9,47,3,7906.465625,0.09375
2026-07-05,16,16,93396.36,23,1,5837.2725,0.0625
2026-07-06,20,20,100781.86,26,0,5039.093,0.0
2026-07-07,30,30,137854.42,44,4,4595.147333333333,0.13333333333333333
2026-07-08,25,25,122864.25,37,4,4914.57,0.16
2026-07-09,25,25,119338.0,31,4,4773.52,0.16
2026-07-10,19,19,116862.81,26,1,6150.674210526316,0.05263157894736842
2026-07-11,25,25,132152.68,38,1,5286.1071999999995,0.04
2026-07-12,28,28,133172.52000000002,35,5,4756.1614285714295,0.17857142857142858
2026-07-13,23,23,90845.43,31,4,3949.801304347826,0.17391304347826086
2026-07-14,33,33,200805.37,52,3,6085.011212121212,0.09090909090909091
2026-07-15,34,34,147499.18,48,3,4338.211176470588,0.08823529411764706
2026-07-16,34,34,288994.23,61,1,8499.830294117646,0.029411764705882353
2026-07-17,24,24,131576.0,34,1,5482.333333333333,0.041666666666666664
2026-07-18,17,17,79219.22,27,2,4659.954117647059,0.11764705882352941
2026-07-19,26,26,111562.35,36,3,4290.859615384616,0.11538461538461539
2026-07-20,31,31,124920.06,35,1,4029.6793548387095,0.03225806451612903
2026-07-21,23,23,114541.05,40,4,4980.045652173913,0.17391304347826086
2026-07-22,29,29,101642.73,40,3,3504.921724137931,0.10344827586206896
2026-07-23,26,26,107009.07,36,3,4115.733461538462,0.11538461538461539
2026-07-24,29,29,127532.18,45,3,4397.661379310344,0.10344827586206896
2026-07-25,27,27,192417.77,39,3,7126.584074074074,0.1111111111111111
2026-07-26,19,19,66127.45999999999,25,2,3480.3926315789467,0.10526315789473684
2026-07-27,32,32,173493.15,60,5,5421.6609375,0.15625
2026-07-28,25,25,108001.49,37,2,4320.0596000000005,0.08
2026-07-29,26,25,159852.81,40,5,6148.1849999999995,0.19230769230769232
2026-07-30,28,28,97740.27,36,2,3490.7239285714286,0.07142857142857142
2026-07-31,24,24,84727.77,33,2,3530.32375,0.08333333333333333
2026-08-01,20,20,154319.51,32,3,7715.9755000000005,0.15
2026-08-02,32,32,108121.97,43,4,3378.8115625,0.125
2026-08-03,27,27,100009.97,36,2,3704.072962962963,0.07407407407407407
2026-08-04,33,32,150431.34,42,2,4558.5254545454545,0.06060606060606061
2026-08-05,26,26,143646.05,37,1,5524.848076923076,0.038461538461538464
2026-08-06,32,32,144016.08000000002,46,1,4500.5025000000005,0.03125
2026-08-07,26,26,124552.12,34,4,4790.466153846153,0.15384615384615385
2026-08-08,30,30,159057.47999999998,48,3,5301.915999999999,0.1
2026-08-09,19,18,80885.53,22,1,4257.1331578947365,0.05263157894736842
2026-08-10,21,21,84076.65,32,3,4003.6499999999996,0.14285714285714285
2026-08-11,21,21,82974.16,28,1,3951.150476190476,0.047619047619047616
2026-08-12,29,29,130561.83,41,3,4502.132068965518,0.10344827586206896
2026-08-13,33,33,99361.67,50,6,3010.959696969697,0.18181818181818182
2026-08-14,21,21,171078.65,29,2,8146.60238095238,0.09523809523809523
2026-08-15,30,30,159318.87,43,4,5310.629,0.13333333333333333
2026-08-16,26,26,113045.18,41,1,4347.891538461538,0.038461538461538464
2026-08-17,18,18,79064.07,29,5,4392.448333333334,0.2777777777777778
2026-08-18,24,24,116237.64,38,2,4843.235,0.08333333333333333
2026-08-19,28,28,147033.34,39,2,5251.190714285714,0.07142857142857142
2026-08-20,25,25,123621.97,37,2,4944.8788,0.08
2026-08-21,28,28,141271.5,43,1,5045.410714285715,0.03571428571428571
2026-08-22,33,33,124423.69,48,2,3770.4148484848483,0.06060606060606061
2026-08-23,30,30,193563.09,43,3,6452.103,0.1
2026-08-24,25,25,130882.07,42,2,5235.2828,0.08
2026-08-25,22,22,92627.03,26,1,4210.319545454546,0.045454545454545456
2026-08-26,23,23,89053.02,27,1,3871.8704347826088,0.043478260869565216
2026-08-27,25,25,116574.14,33,2,4662.9655999999995,0.08
2026-08-28,23,23,76889.67,29,3,3343.0291304347825,0.13043478260869565
2026-08-29,32,32,232141.18,54,3,7254.411875,0.09375
2026-08-30,24,24,101142.87,31,2,4214.28625,0.08333333333333333
2026-08-31,25,25,138599.29,34,4,5543.971600000001,0.16
2026-09-01,21,21,94222.23,33,1,4486.772857142857,0.047619047619047616
2026-09-02,25,25,137194.58,37,1,5487.7832,0.04
