customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
C00580,47,2,4318.46,4,1,1,New / Promising
C00581,149,5,10474.95,2,2,1,Regular
C00582,7,5,61778.56,5,2,5,New / Promising
C00583,36,13,75842.57,4,5,5,Champions
C00584,212,11,55966.6,1,5,5,At Risk
C00585,130,8,31441.95,2,4,3,At Risk
C00586,33,8,19901.84,4,4,2,Champions
C00587,42,7,19616.87,4,4,2,Champions
C00588,24,6,21471.29,4,3,2,Loyal
C00589,278,4,63706.71,1,1,5,Regular
C00590,8,5,15518.31,5,2,2,New / Promising
C00591,38,14,61957.96,4,5,5,Champions
C00592,84,6,27886.4,3,3,3,Loyal
C00593,4,2,1669.22,5,1,1,New / Promising
C00594,76,12,94244.45,3,5,5,Loyal
C00595,18,8,22280.4,5,4,2,Champions
C00596,108,6,13980.97,2,3,1,At Risk
C00597,57,7,33643.81,3,4,4,Loyal
C00598,84,9,51712.45,3,5,5,Loyal
C00599,4,3,38707.270000000004,5,1,4,New / Promising
C00600,18,5,15288.49,5,2,2,New / Promising
C00601,325,4,27396.13,1,1,3,Regular
C00602,19,6,38284.15,5,3,4,Loyal
C00603,11,7,34197.340000000004,5,4,4,Champions
C00604,57,8,45489.62,3,4,5,Loyal
C00605,46,5,20837.23,4,2,2,New / Promising
C00606,7,6,15986.45,5,3,2,Loyal
C00607,64,13,97169.72,3,5,5,Loyal
C00608,92,6,39907.89,2,3,4,At Risk
C00609,138,9,30660.98,2,5,3,At Risk
C00610,31,9,47932.1,4,5,5,Champions
C00611,104,6,45574.87,2,3,5,At Risk
C00612,49,11,58158.93,3,5,5,Loyal
C00613,21,6,16214.1,5,3,2,Loyal
C00614,41,7,40792.64,4,4,4,Champions
C00615,35,13,49129.89,4,5,5,Champions
C00616,21,5,17354.43,5,2,2,New / Promising
C00617,68,4,23137.8,3,1,3,Regular
C00618,35,3,8131.88,4,1,1,New / Promising
C00619,113,2,3056.19,2,1,1,Regular
C00620,131,6,26754.54,2,3,3,At Risk
C00621,10,7,15984.47,5,4,2,Champions
C00622,146,8,43670.810000000005,2,4,4,At Risk
C00623,63,8,35211.75,3,4,4,Loyal
C00624,80,8,23390.45,3,4,3,Loyal
C00625,59,5,16430.38,3,2,2,Regular
C00626,12,7,28134.809999999998,5,4,3,Champions
C00627,5,8,45858.0,5,4,5,Champions
C00628,34,7,47755.090000000004,4,4,5,Champions
C00629,49,9,44635.31,3,5,4,Loyal
C00630,597,2,13725.369999999999,1,1,1,Regular
C00631,165,6,37711.490000000005,1,3,4,At Risk
C00632,96,7,41922.0,2,4,4,At Risk
C00633,173,5,19662.29,1,2,2,Regular
C00634,68,7,24144.96,3,4,3,Loyal
C00635,35,9,59931.96,4,5,5,Champions
C00636,103,2,2900.67,2,1,1,Regular
C00637,7,7,27545.32,5,4,3,Champions
C00638,119,5,13366.04,2,2,1,Regular
C00639,82,6,16767.89,3,3,2,Loyal
C00640,2,9,54811.55,5,5,5,Champions
C00641,217,3,12270.1,1,1,1,Regular
C00642,107,7,41899.29,2,4,4,At Risk
C00643,41,3,9686.81,4,1,1,New / Promising
C00644,8,8,20283.670000000002,5,4,2,Champions
C00645,21,4,17744.89,5,1,2,New / Promising
C00646,93,10,50658.020000000004,2,5,5,At Risk
C00647,76,10,48898.34,3,5,5,Loyal
C00648,164,5,45256.54,1,2,5,Regular
C00649,5,5,14788.02,5,2,1,New / Promising
C00650,34,5,21968.27,4,2,2,New / Promising
C00651,151,4,5137.67,2,1,1,Regular
C00652,32,4,1779.21,4,1,1,New / Promising
C00653,2,6,12722.9,5,3,1,Loyal
C00654,2,5,31817.739999999998,5,2,4,New / Promising
C00655,76,11,50795.32,3,5,5,Loyal
C00656,2,10,83202.59,5,5,5,Champions
C00657,147,4,21910.07,2,1,2,Regular
C00658,200,6,19865.79,1,3,2,At Risk
C00659,3,4,12911.26,5,1,1,New / Promising
C00660,75,5,10975.15,3,2,1,Regular
C00661,120,5,15760.4,2,2,2,Regular
C00662,22,7,53188.11,5,4,5,Champions
C00663,41,7,20190.57,4,4,2,Champions
C00664,230,4,12331.92,1,1,1,Regular
C00665,27,7,27683.14,4,4,3,Champions
C00666,13,7,38815.35,5,4,4,Champions
C00667,24,10,44124.729999999996,4,5,4,Champions
C00668,349,4,31905.38,1,1,4,Regular
C00669,46,6,12949.27,4,3,1,Loyal
C00670,124,4,34189.61,2,1,4,Regular
C00671,159,1,13999.0,1,1,1,Regular
C00672,492,2,8295.82,1,1,1,Regular
C00673,295,3,22673.41,1,1,2,Regular
C00674,34,5,20001.13,4,2,2,New / Promising
C00675,123,7,38577.49,2,4,4,At Risk
C00676,76,6,72930.2,3,3,5,Loyal
C00677,32,7,70198.68,4,4,5,Champions
C00678,24,9,53205.92,4,5,5,Champions
C00679,295,1,4484.1,1,1,1,Regular
C00680,85,4,12054.79,3,1,1,Regular
C00681,117,3,24737.489999999998,2,1,3,Regular
C00682,7,11,38879.8,5,5,4,Champions
C00683,30,4,24081.6,4,1,3,New / Promising
C00684,25,6,41790.91,4,3,4,Loyal
C00685,86,6,36943.63,3,3,4,Loyal
C00686,141,4,30861.78,2,1,3,Regular
C00687,22,9,52264.01,5,5,5,Champions
C00688,20,10,59325.67,5,5,5,Champions
C00689,3,10,30002.9,5,5,3,Champions
C00690,84,6,18405.35,3,3,2,Loyal
C00691,112,2,13372.05,2,1,1,Regular
C00692,10,10,65272.350000000006,5,5,5,Champions
C00693,59,9,49273.89,3,5,5,Loyal
C00694,41,10,38006.74,4,5,4,Champions
C00695,29,4,19526.99,4,1,2,New / Promising
C00696,18,8,32045.4,5,4,4,Champions
C00697,215,3,23382.83,1,1,3,Regular
C00698,146,6,43856.909999999996,2,3,4,At Risk
C00699,137,9,58291.35,2,5,5,At Risk
C00700,170,2,10159.210000000001,1,1,1,Regular
C00701,9,8,38457.42,5,4,4,Champions
C00702,6,9,47557.65,5,5,5,Champions
C00703,324,5,21403.72,1,2,2,Regular
C00704,163,4,13977.36,1,1,1,Regular
C00705,108,5,31769.28,2,2,4,Regular
C00706,123,1,2170.41,2,1,1,Regular
C00707,131,8,29371.07,2,4,3,At Risk
C00709,11,10,81707.55,5,5,5,Champions
C00710,18,6,41342.31,5,3,4,Loyal
C00711,269,6,20477.0,1,3,2,At Risk
C00712,51,4,10749.25,3,1,1,Regular
C00713,12,5,42591.01,5,2,4,New / Promising
C00714,258,2,7339.620000000001,1,1,1,Regular
C00715,6,9,36274.04,5,5,4,Champions
C00716,20,3,3499.0,5,1,1,New / Promising
C00717,59,6,16583.75,3,3,2,Loyal
C00718,22,5,27952.449999999997,5,2,3,New / Promising
C00719,194,8,52829.76,1,4,5,At Risk
C00720,128,9,37285.75,2,5,4,At Risk
C00721,106,8,42683.96,2,4,4,At Risk
C00722,111,3,13200.14,2,1,1,Regular
C00723,6,3,7298.959999999999,5,1,1,New / Promising
C00724,285,6,38405.69,1,3,4,At Risk
C00725,20,5,39636.42,5,2,4,New / Promising
C00726,69,3,12474.01,3,1,1,Regular
C00727,29,10,27827.010000000002,4,5,3,Champions
C00728,155,4,34366.1,2,1,4,Regular
C00729,26,5,19185.43,4,2,2,New / Promising
C00730,36,3,19132.77,4,1,2,New / Promising
C00731,66,5,15088.44,3,2,2,Regular
C00732,5,7,26571.09,5,4,3,Champions
C00733,35,7,27001.46,4,4,3,Champions
C00734,84,6,43147.78,3,3,4,Loyal
C00735,169,5,20226.01,1,2,2,Regular
C00736,102,5,21317.15,2,2,2,Regular
C00737,93,8,19597.75,2,4,2,At Risk
C00738,30,7,23431.149999999998,4,4,3,Champions
C00739,37,6,32421.27,4,3,4,Loyal
C00740,49,5,33409.18,3,2,4,Regular
C00741,95,8,32426.39,2,4,4,At Risk
C00742,62,4,16097.01,3,1,2,Regular
C00743,99,4,11645.11,2,1,1,Regular
C00744,14,4,24770.309999999998,5,1,3,New / Promising
C00745,8,5,8739.27,5,2,1,New / Promising
C00746,129,6,22585.98,2,3,2,At Risk
C00747,66,7,20261.59,3,4,2,Loyal
C00748,64,6,42764.71,3,3,4,Loyal
C00749,111,7,43310.22,2,4,4,At Risk
C00750,64,5,90077.1,3,2,5,Regular
C00751,62,4,26697.55,3,1,3,Regular
C00752,111,5,16191.24,2,2,2,Regular
C00753,100,6,22935.74,2,3,3,At Risk
C00754,103,10,32313.11,2,5,4,At Risk
C00755,4,5,13973.82,5,2,1,New / Promising
C00756,225,1,2095.65,1,1,1,Regular
C00757,77,8,46154.22,3,4,5,Loyal
C00758,140,7,29863.73,2,4,3,At Risk
C00759,95,4,17837.45,2,1,2,Regular
C00760,159,4,16589.85,1,1,2,Regular
C00761,1,7,18054.97,5,4,2,Champions
C00762,110,5,27779.74,2,2,3,Regular
C00763,146,5,20227.0,2,2,2,Regular
C00764,18,7,42853.9,5,4,4,Champions
C00765,97,11,59632.020000000004,2,5,5,At Risk
C00766,31,6,20227.19,4,3,2,Loyal
C00767,124,8,19838.79,2,4,2,At Risk
C00768,23,8,64819.58,4,4,5,Champions
C00769,21,9,41396.13,5,5,4,Champions
C00770,83,10,36934.87,3,5,4,Loyal
C00771,96,7,23387.78,2,4,3,At Risk
C00772,2,6,25691.76,5,3,3,Loyal
C00773,2,4,6492.25,5,1,1,New / Promising
C00774,20,9,37072.99,5,5,4,Champions
C00775,83,4,28749.280000000002,3,1,3,Regular
C00776,65,3,16334.86,3,1,2,Regular
C00777,13,6,40226.97,5,3,4,Loyal
C00778,24,4,39486.03,4,1,4,New / Promising
C00779,10,3,5494.139999999999,5,1,1,New / Promising
C00780,231,3,5207.8,1,1,1,Regular
C00781,53,7,32888.18,3,4,4,Loyal
C00782,46,6,30981.670000000002,4,3,3,Loyal
C00783,46,4,35995.78,4,1,4,New / Promising
C00784,11,13,58931.93,5,5,5,Champions
C00785,32,6,52822.1,4,3,5,Loyal
C00786,71,5,23826.35,3,2,3,Regular
C00787,128,7,65719.79000000001,2,4,5,At Risk
C00788,191,3,35286.770000000004,1,1,4,Regular
C00789,38,11,34059.14,4,5,4,Champions
C00790,211,5,17547.53,1,2,2,Regular
C00791,127,5,29960.48,2,2,3,Regular
C00792,45,6,17685.780000000002,4,3,2,Loyal
C00793,522,2,4391.5,1,1,1,Regular
C00794,90,9,26497.67,2,5,3,At Risk
C00795,78,8,36434.84,3,4,4,Loyal
C00796,62,6,19366.739999999998,3,3,2,Loyal
C00797,4,4,16631.809999999998,5,1,2,New / Promising
C00798,6,5,20017.76,5,2,2,New / Promising
C00799,29,6,42873.0,4,3,4,Loyal
C00800,184,6,37749.73,1,3,4,At Risk
C00801,183,5,36425.91,1,2,4,Regular
C00802,11,5,53347.58,5,2,5,New / Promising
C00803,30,4,18166.309999999998,4,1,2,New / Promising
C00804,16,3,3995.65,5,1,1,New / Promising
C00805,8,6,31538.059999999998,5,3,3,Loyal
C00806,17,7,17195.809999999998,5,4,2,Champions
C00807,33,4,60556.34,4,1,5,New / Promising
C00808,146,10,47440.19,2,5,5,At Risk
C00809,240,7,16640.55,1,4,2,At Risk
C00810,182,3,2914.9300000000003,1,1,1,Regular
C00811,5,3,31511.23,5,1,3,New / Promising
C00812,25,6,6572.5199999999995,4,3,1,Loyal
C00813,273,4,20130.68,1,1,2,Regular
C00814,44,5,23213.76,4,2,3,New / Promising
C00815,43,3,6825.91,4,1,1,New / Promising
C00816,112,10,102010.71,2,5,5,At Risk
C00817,108,5,26411.86,2,2,3,Regular
C00818,71,12,49860.78,3,5,5,Loyal
C00819,216,1,27998.0,1,1,3,Regular
C00820,56,8,56730.399999999994,3,4,5,Loyal
C00821,63,4,34472.83,3,1,4,Regular
C00822,27,6,14837.08,4,3,1,Loyal
C00823,262,5,23043.9,1,2,3,Regular
C00824,75,6,26366.239999999998,3,3,3,Loyal
C00825,1,6,38298.25,5,3,4,Loyal
C00826,68,8,34627.05,3,4,4,Loyal
C00827,70,5,26681.149999999998,3,2,3,Regular
C00828,31,5,19951.98,4,2,2,New / Promising
C00829,45,4,15615.550000000001,4,1,2,New / Promising
C00830,37,4,17290.87,4,1,2,New / Promising
C00831,35,7,51113.99,4,4,5,Champions
C00832,150,7,26574.46,2,4,3,At Risk
C00833,10,6,27799.219999999998,5,3,3,Loyal
C00834,20,5,11617.82,5,2,1,New / Promising
C00835,59,7,25329.370000000003,3,4,3,Loyal
C00836,6,10,53709.54,5,5,5,Champions
C00837,62,6,13155.94,3,3,1,Loyal
C00838,136,5,24865.809999999998,2,2,3,Regular
C00839,173,8,18065.940000000002,1,4,2,At Risk
C00840,44,7,37224.48,4,4,4,Champions
C00841,19,10,41359.36,5,5,4,Champions
C00842,44,4,12512.23,4,1,1,New / Promising
C00843,130,5,31721.15,2,2,4,Regular
C00844,15,6,32056.120000000003,5,3,4,Loyal
C00845,28,8,67135.24,4,4,5,Champions
C00846,55,7,46217.86,3,4,5,Loyal
C00847,35,8,45888.44,4,4,5,Champions
C00848,131,6,73702.09,2,3,5,At Risk
C00849,79,11,47736.84,3,5,5,Loyal
C00850,93,9,60058.74,2,5,5,At Risk
C00851,261,4,36869.7,1,1,4,Regular
C00852,4,11,34485.03,5,5,4,Champions
C00853,78,4,36488.090000000004,3,1,4,Regular
C00854,308,6,16837.5,1,3,2,At Risk
C00855,39,10,84043.31999999999,4,5,5,Champions
C00856,47,10,35878.31,4,5,4,Champions
C00857,26,6,12471.97,4,3,1,Loyal
C00858,31,12,49355.94,4,5,5,Champions
C00859,56,11,69346.37,3,5,5,Loyal
C00860,50,8,19217.04,3,4,2,Loyal
C00861,12,7,25689.98,5,4,3,Champions
C00862,243,5,47855.7,1,2,5,Regular
C00863,14,10,45524.33,5,5,5,Champions
C00864,126,4,20839.34,2,1,2,Regular
C00865,2,5,27170.72,5,2,3,New / Promising
C00866,6,10,64703.16,5,5,5,Champions
C00867,218,4,19671.71,1,1,2,Regular
C00868,28,6,13044.869999999999,4,3,1,Loyal
C00869,73,7,46011.54,3,4,5,Loyal
C00870,28,6,16521.59,4,3,2,Loyal
C00871,25,6,17531.53,4,3,2,Loyal
C00872,4,3,9698.060000000001,5,1,1,New / Promising
C00873,120,5,13785.43,2,2,1,Regular
C00874,117,9,37401.68,2,5,4,At Risk
C00875,132,10,58577.42,2,5,5,At Risk
C00876,109,6,16787.65,2,3,2,At Risk
C00877,64,7,27963.99,3,4,3,Loyal
C00878,21,7,40824.32,5,4,4,Champions
C00879,28,9,50197.729999999996,4,5,5,Champions
C00880,330,6,25655.559999999998,1,3,3,At Risk
C00881,161,4,10566.68,1,1,1,Regular
C00882,81,7,35748.09,3,4,4,Loyal
C00883,54,2,2980.9,3,1,1,Regular
C00884,60,4,25677.839999999997,3,1,3,Regular
C00885,112,9,32570.95,2,5,4,At Risk
C00886,12,6,23037.88,5,3,3,Loyal
C00887,24,4,23124.04,4,1,3,New / Promising
C00888,38,8,29996.98,4,4,3,Champions
C00889,7,9,27657.71,5,5,3,Champions
C00890,228,4,17747.420000000002,1,1,2,Regular
C00891,23,5,30838.2,4,2,3,New / Promising
C00892,50,5,32272.49,3,2,4,Regular
C00893,173,4,12773.53,1,1,1,Regular
C00894,2,9,39664.020000000004,5,5,4,Champions
C00895,99,5,49269.02,2,2,5,Regular
C00896,187,4,35868.76,1,1,4,Regular
C00897,84,4,31730.91,3,1,4,Regular
C00898,359,3,6454.26,1,1,1,Regular
C00899,6,9,52283.52,5,5,5,Champions
C00900,27,6,27753.13,4,3,3,Loyal
C00901,91,5,16237.34,2,2,2,Regular
C00902,84,5,30144.230000000003,3,2,3,Regular
C00903,72,6,42596.43,3,3,4,Loyal
C00904,203,3,9662.52,1,1,1,Regular
C00905,13,5,22221.29,5,2,2,New / Promising
C00906,21,3,7210.6,5,1,1,New / Promising
C00907,130,8,55726.64,2,4,5,At Risk
C00908,140,3,20461.61,2,1,2,Regular
C00909,100,2,10452.67,2,1,1,Regular
C00910,7,11,71074.0,5,5,5,Champions
C00911,233,7,30669.59,1,4,3,At Risk
C00912,26,9,49276.57,4,5,5,Champions
C00913,2,11,43914.69,5,5,4,Champions
C00914,36,7,52440.02,4,4,5,Champions
C00915,86,4,17800.77,3,1,2,Regular
C00916,6,9,30813.01,5,5,3,Champions
C00917,51,8,20598.47,3,4,2,Loyal
C00918,102,7,41184.06,2,4,4,At Risk
C00919,17,6,16598.57,5,3,2,Loyal
C00920,488,2,13481.04,1,1,1,Regular
C00921,41,9,35392.49,4,5,4,Champions
C00922,35,6,26390.58,4,3,3,Loyal
C00923,4,2,16737.059999999998,5,1,2,New / Promising
C00924,46,5,22824.38,4,2,3,New / Promising
C00925,157,8,21621.97,1,4,2,At Risk
C00926,90,4,21705.97,2,1,2,Regular
C00927,263,3,3499.0,1,1,1,Regular
C00928,55,3,32252.969999999998,3,1,4,Regular
C00929,58,3,27055.06,3,1,3,Regular
C00930,133,6,19368.989999999998,2,3,2,At Risk
C00931,61,5,57796.18,3,2,5,Regular
C00932,88,7,22723.61,2,4,3,At Risk
C00933,58,5,25851.81,3,2,3,Regular
C00934,85,5,20859.35,3,2,2,Regular
C00935,79,6,35906.21,3,3,4,Loyal
C00936,50,4,10903.93,3,1,1,Regular
C00937,100,10,43667.25,2,5,4,At Risk
C00938,222,4,8033.69,1,1,1,Regular
C00939,61,4,37757.1,3,1,4,Regular
C00940,104,9,52071.240000000005,2,5,5,At Risk
C00941,111,7,29905.53,2,4,3,At Risk
C00942,4,8,18830.79,5,4,2,Champions
C00943,36,4,16682.34,4,1,2,New / Promising
C00944,72,7,22149.280000000002,3,4,2,Loyal
C00945,159,5,29218.059999999998,1,2,3,Regular
C00946,1,13,99103.68,5,5,5,Champions
C00947,49,7,29316.63,3,4,3,Loyal
C00948,256,4,33210.85,1,1,4,Regular
C00949,74,8,66973.93,3,4,5,Loyal
C00950,188,2,7793.13,1,1,1,Regular
C00951,154,4,21471.71,2,1,2,Regular
C00952,109,3,14587.72,2,1,1,Regular
C00954,32,6,23284.760000000002,4,3,3,Loyal
C00955,152,6,28584.52,2,3,3,At Risk
C00956,37,13,62791.3,4,5,5,Champions
C00957,93,9,31741.81,2,5,4,At Risk
C00958,31,9,37629.6,4,5,4,Champions
C00959,15,8,69662.34,5,4,5,Champions
C00960,103,4,33427.79,2,1,4,Regular
C00961,25,7,39859.14,4,4,4,Champions
C00962,77,5,22817.51,3,2,3,Regular
C00963,4,8,40123.36,5,4,4,Champions
C00964,255,2,8920.34,1,1,1,Regular
C00965,16,5,48212.47,5,2,5,New / Promising
C00966,5,5,10107.89,5,2,1,New / Promising
C00967,168,5,15838.27,1,2,2,Regular
C00968,102,5,34011.54,2,2,4,Regular
C00969,74,10,51889.7,3,5,5,Loyal
C00970,194,6,34298.2,1,3,4,At Risk
C00971,198,5,14857.3,1,2,1,Regular
C00972,5,6,52489.97,5,3,5,Loyal
C00973,303,3,24138.27,1,1,3,Regular
C00974,12,9,20273.22,5,5,2,Champions
C00975,28,13,69751.89,4,5,5,Champions
C00976,14,5,43611.44,5,2,4,New / Promising
C00977,4,12,37515.09,5,5,4,Champions
C00978,398,1,0.0,1,1,1,Regular
C00979,16,5,10973.23,5,2,1,New / Promising
C00980,95,5,58254.0,2,2,5,Regular
C00981,44,5,35185.45,4,2,4,New / Promising
C00982,16,6,17454.239999999998,5,3,2,Loyal
C00983,130,6,20341.0,2,3,2,At Risk
C00984,136,6,15347.23,2,3,2,At Risk
C00985,89,2,18186.36,2,1,2,Regular
C00986,95,2,8179.28,2,1,1,Regular
C00987,7,3,7749.2699999999995,5,1,1,New / Promising
C00988,236,3,32274.24,1,1,4,Regular
C00989,96,6,45618.04,2,3,5,At Risk
C00990,152,5,27089.84,2,2,3,Regular
C00991,15,9,33922.020000000004,5,5,4,Champions
C00992,80,11,54620.47,3,5,5,Loyal
C00993,10,6,24051.27,5,3,3,Loyal
C00994,146,4,31857.78,2,1,4,Regular
C00995,149,4,10785.08,2,1,1,Regular
C00996,157,5,17973.940000000002,1,2,2,Regular
C00997,24,3,5828.889999999999,4,1,1,New / Promising
C00998,1,6,48369.28,5,3,5,Loyal
C00999,25,7,56907.35,4,4,5,Champions
C01000,127,5,24055.77,2,2,3,Regular
C01001,170,5,44893.21,1,2,5,Regular
C01002,98,7,21080.21,2,4,2,At Risk
C01003,197,6,20690.68,1,3,2,At Risk
C01004,282,4,35505.69,1,1,4,Regular
C01005,46,4,44749.63,4,1,4,New / Promising
C01006,174,4,13274.74,1,1,1,Regular
C01007,6,6,15539.55,5,3,2,Loyal
C01008,25,5,30071.83,4,2,3,New / Promising
C01009,38,6,25092.63,4,3,3,Loyal
C01010,22,10,33471.45,5,5,4,Champions
C01011,109,6,11269.310000000001,2,3,1,At Risk
C01012,50,5,33398.6,3,2,4,Regular
C01013,94,4,9670.35,2,1,1,Regular
C01014,15,7,22831.48,5,4,3,Champions
C01015,53,3,6406.54,3,1,1,Regular
C01016,510,2,3830.87,1,1,1,Regular
C01017,23,12,52970.32,4,5,5,Champions
C01018,27,6,22219.78,4,3,2,Loyal
C01019,97,4,42887.53,2,1,4,Regular
C01020,121,5,34371.87,2,2,4,Regular
C01021,115,7,24267.73,2,4,3,At Risk
C01022,152,3,5401.25,2,1,1,Regular
C01023,91,8,27899.97,2,4,3,At Risk
C01024,35,9,31710.76,4,5,4,Champions
C01025,31,6,20530.52,4,3,2,Loyal
C01026,51,6,46737.93,3,3,5,Loyal
C01027,62,7,28061.64,3,4,3,Loyal
C01028,130,4,20693.28,2,1,2,Regular
C01029,293,6,46359.76,1,3,5,At Risk
C01030,69,11,49245.63,3,5,5,Loyal
C01031,164,3,5606.73,1,1,1,Regular
C01032,309,3,8944.900000000001,1,1,1,Regular
C01033,54,2,27498.42,3,1,3,Regular
C01034,237,6,36960.11,1,3,4,At Risk
C01035,43,9,39390.12,4,5,4,Champions
C01036,59,8,45304.700000000004,3,4,5,Loyal
C01037,3,6,31201.47,5,3,3,Loyal
C01038,98,7,35793.54,2,4,4,At Risk
C01039,68,5,22793.44,3,2,3,Regular
C01040,70,9,57582.61,3,5,5,Loyal
C01041,15,5,15078.29,5,2,2,New / Promising
C01042,144,10,46167.27,2,5,5,At Risk
C01043,80,8,101104.78,3,4,5,Loyal
C01044,5,7,46749.81,5,4,5,Champions
C01045,48,6,39284.42,4,3,4,Loyal
C01046,29,10,40888.49,4,5,4,Champions
C01047,21,8,30290.030000000002,5,4,3,Champions
C01048,56,5,32016.559999999998,3,2,4,Regular
C01049,30,3,3819.69,4,1,1,New / Promising
C01050,132,5,16440.38,2,2,2,Regular
C01051,67,4,5112.91,3,1,1,Regular
C01052,155,8,59459.41,2,4,5,At Risk
C01053,70,6,14105.06,3,3,1,Loyal
C01054,63,7,25892.5,3,4,3,Loyal
C01055,44,1,1509.46,4,1,1,New / Promising
C01056,91,7,17199.68,2,4,2,At Risk
C01057,60,6,13413.349999999999,3,3,1,Loyal
C01058,81,9,38490.66,3,5,4,Loyal
C01059,23,6,44015.509999999995,4,3,4,Loyal
C01060,125,3,7546.43,2,1,1,Regular
C01061,85,9,51637.700000000004,3,5,5,Loyal
C01062,80,4,14751.29,3,1,1,Regular
C01063,302,2,5325.84,1,1,1,Regular
C01064,3,11,75265.01,5,5,5,Champions
C01065,40,8,48047.91,4,4,5,Champions
C01066,48,5,13201.91,4,2,1,New / Promising
C01067,60,5,20064.81,3,2,2,Regular
C01068,72,4,23447.71,3,1,3,Regular
C01069,13,8,52029.7,5,4,5,Champions
C01070,91,4,19989.82,2,2,2,Regular
C01071,69,7,22015.59,3,4,2,Loyal
C01072,34,9,43240.880000000005,4,5,4,Champions
C01073,154,4,17921.27,2,2,2,Regular
C01074,128,4,22922.54,2,2,3,Regular
C01075,307,3,10099.91,1,1,1,Regular
C01076,14,7,20410.46,5,4,2,Champions
C01077,89,7,25036.77,2,4,3,At Risk
C01078,6,5,16059.79,5,2,2,New / Promising
C01079,36,8,19405.75,4,4,2,Champions
C01080,40,6,51102.240000000005,4,3,5,Loyal
C01081,92,6,82193.07,2,3,5,At Risk
C01082,56,9,105745.45,3,5,5,Loyal
C01083,5,3,16079.69,5,1,2,New / Promising
C01084,9,4,43953.93,5,2,4,New / Promising
C01085,57,3,9924.25,3,1,1,Regular
C01086,298,4,7608.1,1,2,1,Regular
C01087,147,8,19653.760000000002,2,4,2,At Risk
C01088,117,9,38007.6,2,5,4,At Risk
C01089,18,7,34600.840000000004,5,4,4,Champions
C01090,64,7,52828.549999999996,3,4,5,Loyal
C01091,1,2,4367.21,5,1,1,New / Promising
C01092,117,5,51470.07,2,2,5,Regular
C01093,27,4,20112.33,4,2,2,New / Promising
C01094,11,5,19841.84,5,2,2,New / Promising
C01095,2,11,62909.41,5,5,5,Champions
C01096,19,4,16386.07,5,2,2,New / Promising
C01097,43,7,16117.16,4,4,2,Champions
C01098,22,8,38034.72,5,4,4,Champions
C01099,247,4,14763.25,1,2,1,Regular
C01100,69,8,28817.96,3,4,3,Loyal
C01101,8,6,17787.75,5,3,2,Loyal
C01102,76,7,32917.36,3,4,4,Loyal
C01103,39,3,12038.279999999999,4,1,1,New / Promising
C01104,48,10,107779.67,4,5,5,Champions
C01105,73,8,29806.690000000002,3,4,3,Loyal
C01106,103,1,4296.85,2,1,1,Regular
C01107,3,9,77074.4,5,5,5,Champions
C01108,139,8,64473.91,2,4,5,At Risk
C01109,91,4,21906.77,2,2,2,Regular
C01110,47,5,57435.05,4,2,5,New / Promising
C01111,49,6,35033.87,3,3,4,Loyal
C01112,60,10,58747.28,3,5,5,Loyal
C01113,17,6,51723.04,5,3,5,Loyal
C01114,82,12,67986.81,3,5,5,Loyal
C01115,35,4,25251.010000000002,4,2,3,New / Promising
C01116,69,4,8835.55,3,2,1,Regular
C01117,137,6,16272.57,2,3,2,At Risk
C01118,378,2,11129.1,1,1,1,Regular
C01119,79,5,43872.86,3,2,4,Regular
C01120,14,5,51178.63,5,2,5,New / Promising
C01121,71,3,18513.27,3,1,2,Regular
C01122,99,4,23947.3,2,2,3,Regular
C01123,37,4,18928.83,4,2,2,New / Promising
C01124,74,10,38587.71,3,5,4,Loyal
C01125,18,8,21291.8,5,4,2,Champions
C01126,31,5,24926.05,4,2,3,New / Promising
C01127,28,9,34009.86,4,5,4,Champions
C01128,155,4,35325.61,2,2,4,Regular
C01129,70,4,16689.969999999998,3,2,2,Regular
C01130,294,2,34453.21,1,1,4,Regular
C01131,77,5,21681.14,3,2,2,Regular
C01132,157,7,29664.410000000003,1,4,3,At Risk
C01133,27,7,23241.440000000002,4,4,3,Champions
C01134,75,2,12147.09,3,1,1,Regular
C01135,30,6,30521.43,4,3,3,Loyal
C01136,234,3,2692.73,1,1,1,Regular
C01137,49,8,18863.44,3,4,2,Loyal
C01138,30,4,31510.57,4,2,3,New / Promising
C01139,1,8,23731.64,5,4,3,Champions
C01140,11,9,32790.85,5,5,4,Champions
C01141,10,7,26410.79,5,4,3,Champions
C01142,16,5,19599.5,5,2,2,New / Promising
C01143,41,6,33020.7,4,3,4,Loyal
C01144,165,6,38260.520000000004,1,3,4,At Risk
C01145,22,5,12599.17,5,2,1,New / Promising
C01146,146,3,5421.1,2,1,1,Regular
C01147,141,6,18140.6,2,3,2,At Risk
C01148,80,5,35591.73,3,2,4,Regular
C01149,53,4,10659.02,3,2,1,Regular
C01150,400,3,15272.1,1,1,2,Regular
C01151,231,3,22211.22,1,1,2,Regular
C01152,106,5,15807.47,2,2,2,Regular
C01153,22,7,52849.66,4,4,5,Champions
C01154,29,7,25873.21,4,4,3,Champions
C01155,11,7,7494.66,5,4,1,Champions
C01156,56,7,30186.58,3,4,3,Loyal
C01157,34,6,29972.34,4,3,3,Loyal
C01158,228,2,12589.73,1,1,1,Regular
C01159,82,5,6490.54,3,2,1,Regular
C01160,315,5,45010.3,1,2,5,Regular
