order_date,orders,customers,revenue,units,returns,aov,return_rate,rolling_7d_revenue,rolling_30d_revenue,anomaly_flag,is_anomaly
2025-09-14,34,34,162972.51,48,0,4793.309117647059,0.0,115332.0,124819.519,1,0
2025-09-15,23,23,134045.1,38,6,5828.047826086957,0.2608695652173913,123149.19857142857,125956.50566666666,1,0
2025-09-16,36,35,166192.31,56,2,4616.453055555556,0.0555555555555555,131829.07428571428,127314.02433333333,1,0
2025-09-17,29,28,161574.89,48,5,5571.547931034484,0.1724137931034483,128529.83714285714,127630.80133333334,1,0
2025-09-18,22,22,107468.43,30,0,4884.9286363636365,0.0,126534.97,126624.457,1,0
2025-09-19,25,25,138938.15,39,2,5557.526,0.08,133925.48571428572,125982.30166666667,1,0
2025-09-20,30,30,155601.8,45,3,5186.7266666666665,0.1,146684.74142857143,126561.37266666668,1,0
2025-09-21,24,24,154770.97,40,0,6448.790416666667,0.0,145513.09285714285,125548.93833333332,1,0
2025-09-22,34,34,193608.78,51,2,5694.3758823529415,0.0588235294117647,154022.19,128255.244,1,0
2025-09-23,34,32,153357.04,50,2,4510.501176470589,0.0588235294117647,152188.58000000002,130604.57033333335,1,0
2025-09-24,17,17,114547.26,26,3,6738.074117647058,0.1764705882352941,145470.34714285712,132135.09866666666,1,0
2025-09-25,23,23,95088.57,30,4,4134.285652173913,0.1739130434782608,143701.79571428572,130762.64199999999,1,0
2025-09-26,34,34,137900.87,50,9,4055.9079411764706,0.2647058823529412,143553.61285714287,129781.82966666666,-1,1
2025-09-27,26,26,132665.63,40,1,5102.524230769231,0.0384615384615384,140277.01714285713,129469.84133333333,1,0
2025-09-28,26,26,153962.57,36,3,5921.637307692308,0.1153846153846153,140161.5314285714,126157.21,1,0
2025-09-29,22,22,60547.94,28,4,2752.179090909091,0.1818181818181818,121152.83999999998,125243.548,1,0
2025-09-30,26,25,142104.0,36,1,5465.538461538462,0.0384615384615384,119545.26285714286,126912.66066666666,1,0
2025-10-01,23,23,195533.01,34,1,8501.435217391305,0.0434782608695652,131114.65571428573,127987.805,1,0
2025-10-02,26,26,142188.77,37,2,5468.798846153846,0.0769230769230769,137843.2557142857,129334.48599999999,1,0
2025-10-03,26,26,134686.88999999998,34,3,5180.264999999999,0.1153846153846153,137384.1157142857,128184.04066666665,1,0
2025-10-04,35,35,187421.37,47,3,5354.896285714286,0.0857142857142857,145206.36428571428,132292.34,1,0
2025-10-05,26,26,107601.38,33,6,4138.514615384615,0.2307692307692307,138583.33714285714,132057.49833333332,1,0
2025-10-06,22,22,117604.46,35,2,5345.657272727273,0.0909090909090909,146734.26857142855,132366.13833333334,1,0
2025-10-07,22,22,110556.37,33,1,5025.289545454545,0.0454545454545454,142227.46428571426,133509.68533333333,1,0
2025-10-08,26,26,80728.55,34,0,3104.9442307692307,0.0,125826.82714285715,133556.48,1,0
2025-10-09,21,21,206184.66,33,1,9818.317142857142,0.0476190476190476,134969.09714285715,136914.86266666665,1,0
2025-10-10,21,21,122756.74,32,2,5845.559047619047,0.0952380952380952,133264.79,134851.1023333333,1,0
2025-10-11,15,15,106060.14,20,2,7070.676,0.1333333333333333,121641.75714285715,134338.69033333333,1,0
2025-10-12,30,30,126476.46,42,6,4215.8820000000005,0.2,124338.19714285714,135647.75433333332,1,0
2025-10-13,19,19,69074.65,29,2,3635.507894736842,0.1052631578947368,117405.36714285715,135740.67566666668,1,0
2025-10-14,24,24,133136.15,31,1,5547.339583333333,0.0416666666666666,120631.05000000002,134746.13033333333,1,0
2025-10-15,22,22,120524.41,32,3,5478.382272727273,0.1363636363636363,126316.17285714285,134295.44066666666,1,0
2025-10-16,22,21,113990.25,31,1,5181.375,0.0454545454545454,113145.54285714285,132555.372,1,0
2025-10-17,29,29,125335.78,46,3,4321.923448275862,0.1034482758620689,113513.97714285714,131347.40166666667,1,0
2025-10-18,18,18,78485.73999999999,23,3,4360.318888888888,0.1666666666666666,109574.77714285713,130381.31199999999,1,0
2025-10-19,22,22,121545.02,32,0,5524.773636363637,0.0,108870.28571428571,129801.541,1,0
2025-10-20,37,37,195686.42,49,5,5288.822162162162,0.1351351351351351,126957.68142857144,131137.69499999998,1,0
2025-10-21,26,26,124461.83,35,3,4786.993461538462,0.1153846153846153,125718.49285714286,130127.39033333333,1,0
2025-10-22,19,19,76998.24,26,1,4052.5389473684218,0.0526315789473684,119500.46857142857,126240.37233333333,1,0
2025-10-23,23,23,125899.44,28,2,5473.888695652174,0.0869565217391304,121201.78142857143,125325.11899999999,1,0
2025-10-24,28,28,163092.88,47,3,5824.745714285715,0.1071428571428571,126595.65285714286,126943.30633333333,1,0
2025-10-25,21,21,113909.6,26,2,5424.266666666667,0.0952380952380952,131656.20428571428,127570.67400000001,1,0
2025-10-26,20,20,82044.33,22,2,4102.2165,0.1,126013.24857142857,125708.78933333333,1,0
2025-10-27,29,29,126259.67,42,3,4353.781724137931,0.1034482758620689,116095.14142857144,125495.25733333334,1,0
2025-10-28,25,25,91571.1,30,1,3662.844,0.04,111396.46571428572,123415.54166666667,1,0
2025-10-29,28,28,135786.81,36,2,4849.528928571429,0.0714285714285714,119794.83285714287,125923.504,1,0
2025-10-30,27,27,114321.63,38,4,4234.134444444445,0.1481481481481481,118140.86,124997.425,1,0
2025-10-31,32,31,168034.13999999998,44,7,5251.0668749999995,0.21875,118846.75428571427,124080.79600000002,1,0
2025-11-01,19,19,87855.44,31,3,4623.970526315789,0.1578947368421052,115124.73142857142,122269.68500000001,1,0
2025-11-02,25,25,154123.35,34,1,6164.934,0.04,125421.7342857143,122917.567,1,0
2025-11-03,24,24,103898.23,38,1,4329.0929166666665,0.0416666666666666,122227.24285714285,120133.46233333334,1,0
2025-11-04,34,32,194074.89,58,3,5708.084999999999,0.088235294117647,136870.64142857143,123015.91266666666,1,0
2025-11-05,27,27,135595.59,41,1,5022.058888888889,0.037037037037037,136843.32428571428,123615.61700000001,1,0
2025-11-06,26,26,162626.43,41,1,6254.862692307692,0.0384615384615384,143744.00999999998,125351.28566666666,1,0
2025-11-07,19,19,143949.35,31,2,7576.281578947369,0.1052631578947368,140303.32571428572,127458.64566666666,1,0
2025-11-08,19,19,90244.32,23,1,4749.701052631579,0.0526315789473684,140644.59428571427,123593.96766666666,1,0
2025-11-09,15,15,51456.38,19,3,3430.425333333333,0.2,125977.88428571427,121217.28900000002,1,0
2025-11-10,14,14,80910.18,23,2,5779.2985714285705,0.1428571428571428,122693.87714285715,120378.957,1,0
2025-11-11,19,19,95737.86,25,1,5038.8347368421055,0.0526315789473684,108645.73,119354.33700000001,1,0
2025-11-12,24,24,123920.46,34,5,5163.3525,0.2083333333333333,106977.85428571429,121182.53066666667,1,0
2025-11-13,27,27,200160.87,39,0,7413.365555555555,0.0,112339.91714285713,123416.688,1,0
2025-11-14,30,30,195293.38,48,3,6509.779333333334,0.1,119674.77857142857,125908.98700000001,1,0
2025-11-15,18,18,94925.59,24,1,5273.643888888889,0.0555555555555555,120343.53142857143,125273.49833333334,1,0
2025-11-16,25,25,79863.41,31,1,3194.5364,0.04,124401.67857142857,123757.75266666667,1,0
2025-11-17,23,23,91747.87,30,1,3989.037826086956,0.0434782608695652,125949.92,124199.82366666666,1,0
2025-11-18,20,20,90841.54,30,2,4542.077,0.1,125250.44571428571,123176.37433333333,1,0
2025-11-19,15,15,65013.08,21,4,4334.205333333333,0.2666666666666666,116835.10571428572,118820.59633333333,-1,1
2025-11-20,20,20,89494.91,33,2,4474.7455,0.1,101025.68285714286,117655.03233333334,1,0
2025-11-21,24,24,106827.43,33,5,4451.142916666667,0.2083333333333333,88387.68999999999,118649.33866666666,1,0
2025-11-22,17,16,60465.25,19,1,3556.779411764706,0.0588235294117647,83464.78428571428,116468.199,1,0
2025-11-23,25,25,144456.65,34,4,5778.266,0.16,92692.39,115846.99133333334,1,0
2025-11-24,26,26,150055.73,36,2,5771.374230769231,0.0769230769230769,101022.08428571429,117051.86233333334,1,0
2025-11-25,26,26,132563.71,36,1,5098.6042307692305,0.0384615384615384,106982.39428571428,118735.84166666666,1,0
2025-11-26,28,28,134889.67,38,2,4817.488214285715,0.0714285714285714,116964.76428571428,119023.50833333333,1,0
2025-11-27,22,22,136517.23,30,1,6205.328636363637,0.0454545454545454,123682.23857142856,120521.71266666666,1,0
2025-11-28,22,22,139076.34,35,2,6321.651818181818,0.0909090909090909,128289.22571428573,120631.36366666666,1,0
2025-11-29,32,32,208302.41,43,1,6509.4503125,0.03125,149408.82,123764.05633333333,1,0
2025-11-30,32,32,163194.68,51,6,5099.83375,0.1875,152085.68142857144,123602.741,1,0
2025-12-01,23,23,111132.52,33,2,4831.848695652174,0.0869565217391304,146525.22285714286,124378.64366666667,1,0
2025-12-02,31,31,141075.97,45,3,4550.837741935484,0.0967741935483871,147741.26,123943.73099999999,1,0
2025-12-03,26,25,123579.62,44,3,4753.0623076923075,0.1153846153846153,146125.53857142857,124599.77733333333,1,0
2025-12-04,12,12,70492.15,20,2,5874.345833333333,0.1666666666666666,136693.3842857143,120480.35266666667,1,0
2025-12-05,30,29,208266.52,46,3,6942.217333333333,0.1,146577.69571428568,122902.71699999999,1,0
2025-12-06,24,24,150229.25,34,0,6259.552083333333,0.0,138281.53,122489.47766666667,1,0
2025-12-07,19,19,170209.69999999998,29,0,8958.405263157894,0.0,139283.67571428572,123364.82266666667,1,0
2025-12-08,30,30,120110.49,47,4,4003.683,0.1333333333333333,140566.24285714285,124360.36166666666,1,0
2025-12-09,26,25,156914.02000000002,41,4,6035.154615384616,0.1538461538461538,142828.82142857142,127875.61633333332,1,0
2025-12-10,19,18,139671.55,27,1,7351.134210526315,0.0526315789473684,145127.66857142857,129834.32866666668,1,0
2025-12-11,24,24,99452.82,32,3,4143.8675,0.125,149264.90714285715,129958.16066666666,1,0
2025-12-12,22,22,78857.86,28,2,3584.4481818181816,0.0909090909090909,130777.95571428572,128456.074,1,0
2025-12-13,22,22,142152.1,33,0,6461.459090909091,0.0,129624.07714285715,126522.44833333333,1,0
2025-12-14,25,25,168076.88,45,4,6723.0752,0.16,129319.38857142857,125615.23166666666,1,0
2025-12-15,25,25,76935.47,35,2,3077.4188,0.08,123151.52857142859,125015.561,1,0
2025-12-16,21,21,112405.23,28,3,5352.63,0.1428571428571428,116793.13,126100.28833333333,1,0
2025-12-17,27,27,114495.8,39,3,4240.585185185185,0.1111111111111111,113196.59428571431,126858.55266666667,1,0
2025-12-18,20,20,113371.75,28,3,5668.5875,0.15,115185.01285714286,127609.55966666667,1,0
2025-12-19,21,21,79486.75,26,2,3785.0833333333335,0.0952380952380952,115274.85428571429,128092.01533333333,1,0
2025-12-20,24,24,182759.08,34,1,7614.961666666667,0.0416666666666666,121075.85142857142,131200.821,1,0
2025-12-21,23,23,185034.59,38,0,8044.982173913043,0.0,123498.38142857143,133807.72633333332,1,0
2025-12-22,28,27,135872.38,48,3,4852.585,0.1071428571428571,131917.94,136321.29733333335,1,0
2025-12-23,25,25,146275.42,42,3,5851.0168,0.12,136756.53857142857,136381.923,1,0
2025-12-24,24,24,95780.17,35,6,3990.8404166666664,0.25,134082.87714285712,134572.73766666665,1,0
2025-12-25,24,24,105975.19,37,1,4415.6329166666665,0.0416666666666666,133026.2257142857,133686.45366666667,1,0
2025-12-26,31,31,191408.51,48,4,6174.46806451613,0.1290322580645161,149015.04857142858,135570.415,1,0
2025-12-27,25,25,93428.74,32,2,3737.1496,0.08,136253.57142857142,134134.132,1,0
2025-12-28,18,18,120447.42,27,1,6691.5233333333335,0.0555555555555555,127026.83285714287,133513.168,1,0
2025-12-29,15,14,106407.43,20,3,7093.828666666666,0.2,122817.55428571429,130116.66866666666,1,0
2025-12-30,25,24,105830.93,32,0,4233.2372,0.0,117039.77,128204.54366666666,1,0
2025-12-31,29,29,99392.85,39,2,3427.339655172414,0.0689655172413793,117555.86714285715,127813.22133333332,1,0
2026-01-01,24,24,185504.36,38,0,7729.348333333332,0.0,128917.17714285714,129294.16766666668,1,0
2026-01-02,23,23,184160.37,38,1,8006.972608695652,0.0434782608695652,127881.72857142857,131313.52599999998,1,0
2026-01-03,34,34,215261.04,49,1,6331.207058823529,0.0294117647058823,145286.34285714285,136139.15566666666,1,0
2026-01-04,22,22,137390.47,34,2,6245.021363636363,0.0909090909090909,147706.77857142856,133776.62066666668,1,0
2026-01-05,20,20,86155.77,34,2,4307.788500000001,0.1,144813.6842857143,131640.83800000002,1,0
2026-01-06,26,25,178486.45,39,2,6864.863461538462,0.0769230769230769,155193.0442857143,131916.72966666665,1,0
2026-01-07,17,17,112759.13,30,3,6632.89,0.1764705882352941,157102.51285714286,131671.68433333334,1,0
2026-01-08,26,25,149690.5,38,2,5757.326923076923,0.0769230769230769,151986.24714285714,131430.90033333335,1,0
2026-01-09,22,22,107168.68,31,0,4871.3036363636365,0.0,140987.4342857143,130347.47133333332,1,0
2026-01-10,33,33,155781.24,40,1,4720.643636363636,0.0303030303030303,132490.32,132225.08533333332,1,0
2026-01-11,28,28,112857.68,38,2,4030.631428571429,0.0714285714285714,128985.6357142857,133358.41266666667,1,0
2026-01-12,21,21,58345.65,31,2,2778.364285714286,0.0952380952380952,125012.76142857142,130564.86433333335,1,0
2026-01-13,25,24,167032.08000000002,38,1,6681.283200000001,0.04,123376.42285714285,130530.03766666669,1,0
2026-01-14,21,21,160179.45,31,0,7627.592857142858,0.0,130150.75428571428,133304.837,1,0
2026-01-15,27,27,144008.98,38,1,5333.665925925926,0.037037037037037,129339.10857142857,134358.29533333334,1,0
2026-01-16,31,31,129117.86,40,5,4165.0922580645165,0.1612903225806451,132474.70571428572,134845.69733333334,1,0
2026-01-17,32,32,123803.48,44,2,3868.85875,0.0625,127906.4542857143,135193.4216666667,1,0
2026-01-18,23,23,145410.18,31,1,6322.181739130435,0.0434782608695652,132556.8114285714,137390.86933333334,1,0
2026-01-19,15,15,62607.74,20,3,4173.849333333334,0.2,133165.68142857144,133385.82466666668,1,0
2026-01-20,24,24,154966.19,37,2,6456.924583333333,0.0833333333333333,131441.98285714287,132383.54466666668,1,0
2026-01-21,17,17,103056.92,23,0,6062.171764705882,0.0,123281.62142857142,131289.696,1,0
2026-01-22,26,26,136685.53,40,2,5257.135769230769,0.0769230769230769,122235.41428571427,130970.033,1,0
2026-01-23,16,16,75791.18000000001,23,1,4736.9487500000005,0.0625,114617.31714285714,130303.73333333334,1,0
2026-01-24,25,25,111477.63,39,2,4459.1052,0.08,112856.48142857142,130487.148,1,0
2026-01-25,21,21,114897.22,24,2,5471.2961904761905,0.0952380952380952,108497.48714285715,127936.77166666667,1,0
2026-01-26,26,25,117760.93,30,0,4529.266538461538,0.0,116376.51428571428,128747.84466666666,1,0
2026-01-27,28,28,84979.22,34,5,3034.972142857143,0.1785714285714285,106378.37571428572,127565.57133333334,1,0
2026-01-28,29,29,152401.94,41,1,5255.239310344828,0.0344827586206896,113427.66428571429,129098.72166666666,1,0
2026-01-29,24,24,130800.8,39,2,5450.033333333334,0.0833333333333333,112586.98857142858,129931.05066666666,1,0
2026-01-30,27,27,98064.51,37,1,3632.018888888889,0.037037037037037,115768.89285714286,129886.77266666667,1,0
2026-01-31,30,30,105007.82,49,3,3500.2606666666666,0.1,114844.63428571427,127203.55466666665,1,0
2026-02-01,32,32,162777.74,46,1,5086.804375,0.03125,121684.70857142856,126490.80033333335,1,0
2026-02-02,23,23,155881.16,36,3,6777.441739130435,0.1304347826086956,127130.45571428572,124511.471,1,0
2026-02-03,35,35,169865.86,56,3,4853.310285714285,0.0857142857142857,139257.11857142855,125593.984,1,0
2026-02-04,21,21,51407.53,27,4,2447.977619047619,0.1904761904761904,124829.34571428571,124435.70933333333,1,0
2026-02-05,24,24,94970.81,30,3,3957.117083333333,0.125,119710.7757142857,121651.85466666667,1,0
2026-02-06,22,22,107025.97,36,4,4864.816818181818,0.1818181818181818,120990.98428571426,121460.74933333333,1,0
2026-02-07,22,22,79130.44,29,0,3596.838181818182,0.0,117294.21571428572,119108.74733333333,1,0
2026-02-08,19,19,115915.09,31,1,6100.7942105263155,0.0526315789473684,110599.55142857143,119400.29433333334,1,0
2026-02-09,25,25,168028.99,39,2,6721.1596,0.08,112334.95571428571,119808.55266666667,1,0
2026-02-10,21,20,141972.15,31,2,6760.578571428571,0.0952380952380952,108350.14,120779.035,1,0
2026-02-11,19,19,78117.24,26,4,4111.433684210527,0.2105263157894736,112165.81285714285,121438.08799999999,1,0
2026-02-12,21,21,104666.83,34,1,4984.134761904762,0.0476190476190476,113550.95857142856,119359.24633333333,1,0
2026-02-13,26,26,226224.99,41,0,8700.961153846154,0.0,130579.39,121560.76433333334,1,0
2026-02-14,25,25,118618.7,37,3,4744.748,0.12,136220.57,120714.42166666666,1,0
2026-02-15,16,16,77749.86,25,0,4859.36625,0.0,130768.39428571428,119002.155,1,0
2026-02-16,23,23,123056.86,29,2,5350.298260869566,0.0869565217391304,124343.80428571429,118977.26766666667,1,0
2026-02-17,21,21,94507.11,31,0,4500.338571428571,0.0,117563.08428571429,117280.49866666667,1,0
2026-02-18,21,21,146974.22,33,2,6998.772380952381,0.0952380952380952,127399.7957142857,120092.71466666667,1,0
2026-02-19,28,27,120519.0,35,3,4304.25,0.1071428571428571,129664.39142857143,118944.475,1,0
2026-02-20,29,29,160160.74,38,0,5522.784137931034,0.0,120226.64142857143,120847.93566666666,1,0
2026-02-21,29,29,144667.04,43,4,4988.518620689655,0.1379310344827586,123947.83285714286,121113.986,1,0
2026-02-22,18,18,77293.94,24,0,4294.107777777778,0.0,123882.70142857141,121164.078,1,0
2026-02-23,26,26,116262.67,40,2,4471.641153846153,0.0769230769230769,122912.10285714285,121323.57933333333,1,0
2026-02-24,37,37,202364.88,58,2,5469.3210810810815,0.054054054054054,138320.35571428572,124239.168,1,0
2026-02-25,17,17,81117.01,22,2,4771.5888235294115,0.1176470588235294,128912.18285714286,123017.704,1,0
2026-02-26,18,18,105497.62,34,2,5860.978888888889,0.1111111111111111,126766.27142857143,123701.65066666667,1,0
2026-02-27,31,31,112067.14,39,2,3615.069032258065,0.064516129032258,119895.75714285715,122357.15733333334,1,0
2026-02-28,21,20,72026.84,29,3,3429.849523809524,0.1428571428571428,109518.58571428571,120398.02533333332,1,0
2026-03-01,19,19,79219.97,26,3,4169.472105263158,0.1578947368421052,109793.73285714284,119769.874,1,0
2026-03-02,23,23,63193.28,34,5,2747.533913043478,0.217391304347826,102212.39142857143,118376.05600000001,1,0
2026-03-03,23,22,87684.45,26,3,3812.367391304347,0.1304347826086956,85829.47285714284,115872.94633333333,1,0
2026-03-04,38,38,204486.11,57,5,5381.213421052631,0.131578947368421,103453.62999999999,117493.11133333333,-1,1
2026-03-05,16,16,62423.95,20,1,3901.496875,0.0625,97300.24857142857,113911.71433333332,1,0
2026-03-06,21,21,133775.58,29,1,6370.265714285713,0.0476190476190476,100401.45428571428,116657.316,1,0
2026-03-07,20,20,106575.16,27,3,5328.758,0.15,105336.92857142857,117044.12766666667,1,0
2026-03-08,22,22,140114.2,36,2,6368.827272727273,0.0909090909090909,114036.10428571429,118147.06866666666,1,0
2026-03-09,19,19,119607.47,26,2,6295.13,0.1052631578947368,122095.27428571427,119496.303,1,0
2026-03-10,26,26,149738.91999999998,33,2,5759.189230769231,0.0769230769230769,130960.19857142857,120623.764,1,0
2026-03-11,28,28,134671.57,39,1,4809.698928571429,0.0357142857142857,120986.69285714287,119511.85,1,0
2026-03-12,21,21,119198.61,28,4,5676.124285714286,0.1904761904761904,129097.35857142857,118752.732,1,0
2026-03-13,18,18,100357.76,30,0,5575.431111111112,0.0,124323.38428571427,119494.08266666667,1,0
2026-03-14,27,27,140067.85,38,1,5187.698148148148,0.037037037037037,129108.05428571429,120674.11666666667,1,0
2026-03-15,20,20,79357.26000000001,32,3,3967.863,0.15,120428.49142857143,115778.52566666667,1,0
2026-03-16,21,21,123486.34,31,1,5880.301904761905,0.0476190476190476,120982.61571428571,115940.78033333334,1,0
2026-03-17,30,30,134950.04,54,1,4498.334666666667,0.0333333333333333,118869.91857142858,117847.453,1,0
2026-03-18,18,18,72403.04,27,4,4022.3911111111106,0.2222222222222222,109974.41428571429,116158.99233333333,1,0
2026-03-19,30,30,157780.18,39,3,5259.339333333333,0.1,115486.06714285714,118268.09466666666,1,0
2026-03-20,30,30,135603.23,46,2,4520.107666666667,0.0666666666666666,120521.13428571427,117889.06166666666,1,0
2026-03-21,23,23,89335.76,41,5,3884.1634782608694,0.217391304347826,113273.69285714286,116849.62033333333,1,0
2026-03-22,28,28,138104.84,41,0,4932.315714285714,0.0,121666.20428571428,116114.42366666667,1,0
2026-03-23,33,33,163383.31,43,3,4951.009393939394,0.0909090909090909,127365.77142857143,116738.29933333333,1,0
2026-03-24,21,21,103272.71,36,1,4917.748095238095,0.0476190476190476,122840.43857142856,117604.25833333333,1,0
2026-03-25,30,30,157416.99,42,2,5247.232999999999,0.0666666666666666,134985.28857142857,118976.069,1,0
2026-03-26,29,29,133714.74,41,3,4610.853103448276,0.1034482758620689,131547.36857142858,116687.73099999999,1,0
2026-03-27,17,17,152281.69,25,0,8957.746470588236,0.0,133930.0057142857,119059.887,1,0
2026-03-28,19,19,122744.4,30,2,6460.231578947368,0.1052631578947368,138702.66857142857,119634.77966666667,1,0
2026-03-29,19,18,71476.41,24,1,3761.916315789474,0.0526315789473684,129184.32142857143,118281.75533333332,1,0
2026-03-30,26,26,147924.4,46,2,5689.4,0.0769230769230769,126975.9057142857,120811.67399999998,1,0
2026-03-31,24,24,158717.81,35,2,6613.2420833333335,0.0833333333333333,134896.6342857143,123461.602,1,0
2026-04-01,32,32,191047.31,47,3,5970.2284375,0.09375,139700.9657142857,127723.40299999999,1,0
2026-04-02,23,23,81351.68,31,3,3537.029565217391,0.1304347826086956,132220.5285714286,127512.31066666667,1,0
2026-04-03,27,27,138766.3,41,2,5139.492592592592,0.074074074074074,130289.75857142857,125321.65033333332,1,0
2026-04-04,23,23,116157.26,38,4,5050.315652173913,0.1739130434782608,129348.73857142856,127112.76066666668,1,0
2026-04-05,20,20,76565.06999999999,27,5,3828.2535,0.25,130075.69000000002,125205.74366666666,1,0
2026-04-06,13,13,71164.7,17,0,5474.207692307692,0.0,119110.01857142858,124025.395,-1,1
2026-04-07,31,31,135118.14,38,3,4358.649677419356,0.0967741935483871,115738.63714285714,123858.85966666667,1,0
2026-04-08,34,34,198491.63,54,1,5837.989117647059,0.0294117647058823,116802.11142857143,126488.33166666668,1,0
2026-04-09,33,33,222993.25,52,2,6757.371212121212,0.0606060606060606,137036.62142857144,128930.14266666668,1,0
2026-04-10,33,32,123860.78,48,3,3753.35696969697,0.0909090909090909,134907.26142857145,128569.783,1,0
2026-04-11,29,29,166847.21,41,4,5753.352068965517,0.1379310344827586,142148.68285714285,130158.06966666666,1,0
2026-04-12,22,22,68742.44,33,1,3124.656363636364,0.0454545454545454,141031.16428571427,129104.22566666667,1,0
2026-04-13,29,29,132398.49,40,6,4565.465172413793,0.2068965517241379,149778.84857142856,128848.58033333333,1,0
2026-04-14,27,26,132341.79,36,2,4901.547777777778,0.074074074074074,149382.22714285713,130614.73133333333,1,0
2026-04-15,20,20,161476.44,34,1,8073.822,0.05,144094.34285714285,131881.068,1,0
2026-04-16,20,20,70878.37,26,4,3543.9185,0.2,122363.64571428571,129745.34566666668,1,0
2026-04-17,25,25,104826.96,30,1,4193.078399999999,0.04,119644.52857142857,130826.143,1,0
2026-04-18,22,22,128677.82,40,1,5848.991818181818,0.0454545454545454,114191.75857142858,129856.06433333334,1,0
2026-04-19,32,32,157423.25,45,2,4919.4765625,0.0625,126860.44571428573,130583.39833333335,1,0
2026-04-20,28,28,142120.82,40,0,5075.743571428572,0.0,128249.35,132342.90033333332,1,0
2026-04-21,28,28,175958.63,42,4,6284.236785714286,0.1428571428571428,134480.32714285716,133604.69333333333,1,0
2026-04-22,22,22,126625.79,29,1,5755.717727272728,0.0454545454545454,129501.66285714286,132379.44266666667,1,0
2026-04-23,26,26,102700.55,36,3,3950.021153846154,0.1153846153846153,134047.68857142856,132360.37066666668,1,0
2026-04-24,25,25,184492.67,42,3,7379.706799999999,0.12,145428.5042857143,133262.89333333334,1,0
2026-04-25,24,24,151774.87,35,3,6323.952916666666,0.125,148728.08285714284,133864.8976666667,1,0
2026-04-26,26,26,116033.88,42,4,4462.841538461538,0.1538461538461538,142815.31571428574,132656.63733333335,1,0
2026-04-27,30,30,148972.3,51,4,4965.743333333333,0.1333333333333333,143794.09857142856,133530.90066666665,1,0
2026-04-28,29,28,172374.78,39,2,5943.9579310344825,0.0689655172413793,143282.12,136894.17966666666,1,0
2026-04-29,26,26,98795.5,34,1,3799.826923076923,0.0384615384615384,139306.36428571428,135256.5496666667,1,0
2026-04-30,21,21,120276.44,32,1,5727.449523809524,0.0476190476190476,141817.20571428572,133975.17066666667,1,0
2026-05-01,18,18,92700.59,25,0,5150.0327777777775,0.0,128704.05142857143,130696.94666666667,1,0
2026-05-02,26,25,192182.52,43,1,7391.635384615384,0.0384615384615384,134476.57285714286,134391.308,1,0
2026-05-03,21,21,70875.84999999999,30,1,3375.0404761904756,0.0476190476190476,128025.42571428571,132128.293,1,0
2026-05-04,20,20,106836.45,24,1,5341.8225,0.05,122006.01857142856,131817.59933333335,1,0
2026-05-05,20,20,119809.36,36,3,5990.468,0.15,114496.67285714285,133259.07566666667,1,0
2026-05-06,18,18,103396.39,26,2,5744.243888888889,0.1111111111111111,115153.94285714286,134333.46533333333,1,0
2026-05-07,27,27,109249.58,39,6,4046.280740740741,0.2222222222222222,113578.67714285714,133471.18000000002,1,0
2026-05-08,26,26,196962.45,38,0,7575.4788461538465,0.0,128473.22857142857,133420.20733333332,1,0
2026-05-09,20,20,125538.38,29,1,6276.919,0.05,118952.63714285714,130171.71166666666,1,0
2026-05-10,23,23,106237.01,32,0,4619.000434782609,0.0,124004.23142857142,129584.25266666667,1,0
2026-05-11,20,20,138489.08,31,2,6924.454,0.1,128526.03571428571,128638.98166666667,1,0
2026-05-12,24,24,100559.79,30,2,4189.99125,0.0833333333333333,125776.09714285715,129699.56000000001,1,0
2026-05-13,29,29,127465.07,37,2,4395.34724137931,0.0689655172413793,129214.48,129535.11266666667,1,0
2026-05-14,24,24,166833.4,35,3,6951.391666666666,0.125,137440.74,130684.833,1,0
2026-05-15,25,25,129534.44,36,2,5181.3776,0.08,127808.16714285713,129620.09966666666,1,0
2026-05-16,20,20,117271.17,35,3,5863.5585,0.15,126627.13714285714,131166.5263333333,1,0
2026-05-17,29,28,148415.27,42,3,5117.767931034482,0.1034482758620689,132652.60285714286,132619.47,1,0
2026-05-18,34,34,208659.45,53,5,6137.042647058824,0.1470588235294117,142676.94142857144,135285.52433333333,1,0
2026-05-19,21,21,86132.84,30,2,4101.563809523809,0.0952380952380952,140615.94857142857,132909.17733333333,1,0
2026-05-20,21,21,141531.86000000002,37,3,6739.6123809523815,0.1428571428571428,142625.49000000002,132889.54533333334,1,0
2026-05-21,26,26,110674.15,43,4,4256.698076923078,0.1538461538461538,134602.74000000002,130713.396,1,0
2026-05-22,15,15,74972.38,19,1,4998.158666666667,0.0666666666666666,126808.16,128991.61566666666,1,0
2026-05-23,21,21,75229.84,30,4,3582.373333333333,0.1904761904761904,120802.25571428573,128075.92533333333,1,0
2026-05-24,29,29,186580.37,42,2,6433.805862068965,0.0689655172413793,126254.41285714286,128145.51533333333,1,0
2026-05-25,21,21,119445.7,31,2,5687.890476190476,0.0952380952380952,113509.59142857141,127067.87633333333,1,0
2026-05-26,30,29,146593.02,43,5,4886.433999999999,0.1666666666666666,122146.76,128086.51433333334,1,0
2026-05-27,21,21,73883.31999999999,25,4,3518.253333333333,0.1904761904761904,112482.68285714285,125583.54833333332,1,0
