session_id,session_date,channel,device,product_view,add_to_cart,checkout,purchase
S0012530,2025-02-18,Organic,Mobile,0,0,0,0
S0012531,2025-12-24,Paid Search,Mobile,0,0,0,0
S0012532,2025-03-16,Paid Search,Desktop,1,1,1,1
S0012533,2026-06-11,Organic,Tablet,0,0,0,0
S0012534,2026-02-26,Direct,Desktop,1,1,1,1
S0012535,2026-06-04,Email,Mobile,1,0,0,0
S0012536,2026-04-16,Social,Desktop,1,1,0,0
S0012537,2026-04-06,Organic,Tablet,1,1,1,1
S0012538,2025-07-26,Organic,Mobile,0,0,0,0
S0012539,2026-06-16,Social,Mobile,0,0,0,0
S0012540,2025-08-23,Paid Search,Mobile,0,0,0,0
S0012541,2025-04-06,Social,Mobile,1,0,0,0
S0012542,2025-06-19,Direct,Mobile,1,0,0,0
S0012543,2025-05-18,Direct,Desktop,1,0,0,0
S0012544,2025-06-20,Email,Mobile,1,1,0,0
S0012545,2025-12-11,Paid Search,Mobile,0,0,0,0
S0012546,2026-06-05,Organic,Mobile,0,0,0,0
S0012547,2026-01-04,Direct,Mobile,1,1,0,0
S0012548,2026-01-10,Organic,Tablet,1,0,0,0
S0012549,2026-08-29,Email,Desktop,1,1,1,1
S0012550,2025-08-27,Organic,Mobile,1,0,0,0
S0012551,2026-08-06,Email,Mobile,1,1,1,0
S0012552,2026-05-09,Organic,Desktop,1,0,0,0
S0012553,2025-09-05,Paid Search,Mobile,1,1,0,0
S0012554,2025-01-05,Organic,Mobile,1,0,0,0
S0012555,2025-11-02,Organic,Desktop,1,1,0,0
S0012556,2026-01-18,Organic,Desktop,1,0,0,0
S0012557,2025-05-08,Organic,Desktop,1,0,0,0
S0012558,2025-04-29,Social,Desktop,1,1,1,1
S0012559,2025-02-28,Direct,Desktop,0,0,0,0
S0012560,2026-08-12,Organic,Desktop,1,0,0,0
S0012561,2026-02-16,Social,Mobile,1,1,1,1
S0012562,2026-01-15,Direct,Mobile,1,0,0,0
S0012563,2026-06-14,Paid Search,Mobile,1,1,1,1
S0012564,2025-07-03,Social,Mobile,0,0,0,0
S0012565,2026-07-25,Social,Desktop,0,0,0,0
S0012566,2026-07-02,Direct,Mobile,0,0,0,0
S0012567,2025-08-22,Paid Search,Desktop,1,1,1,1
S0012568,2025-01-31,Paid Search,Mobile,1,0,0,0
S0012569,2025-07-14,Paid Search,Mobile,1,0,0,0
S0012570,2025-02-05,Organic,Desktop,1,0,0,0
S0012571,2025-11-12,Social,Mobile,1,0,0,0
S0012572,2025-12-07,Paid Search,Tablet,1,1,1,1
S0012573,2025-07-12,Organic,Mobile,1,0,0,0
S0012574,2026-04-13,Email,Mobile,1,0,0,0
S0012575,2026-07-16,Paid Search,Mobile,1,0,0,0
S0012576,2026-04-03,Paid Search,Desktop,0,0,0,0
S0012577,2025-07-17,Direct,Desktop,1,0,0,0
S0012578,2025-12-21,Paid Search,Mobile,1,1,0,0
S0012579,2025-04-11,Paid Search,Mobile,1,0,0,0
S0012580,2026-02-11,Organic,Mobile,1,1,1,1
S0012581,2025-12-31,Organic,Mobile,0,0,0,0
S0012582,2026-06-06,Direct,Mobile,1,0,0,0
S0012583,2026-06-08,Organic,Mobile,1,0,0,0
S0012584,2025-08-01,Email,Mobile,1,0,0,0
S0012585,2026-03-30,Social,Desktop,1,1,0,0
S0012586,2025-05-16,Social,Mobile,1,1,1,1
S0012587,2025-07-17,Email,Mobile,0,0,0,0
S0012588,2026-04-22,Paid Search,Desktop,1,1,1,0
S0012589,2025-05-19,Social,Mobile,0,0,0,0
S0012590,2025-07-18,Paid Search,Desktop,1,0,0,0
S0012591,2025-08-06,Paid Search,Tablet,0,0,0,0
S0012592,2026-06-27,Email,Mobile,1,0,0,0
S0012593,2025-11-24,Direct,Mobile,0,0,0,0
S0012594,2025-09-13,Organic,Tablet,1,1,1,0
S0012595,2025-03-02,Email,Mobile,1,0,0,0
S0012596,2026-04-13,Paid Search,Mobile,1,0,0,0
S0012597,2025-02-10,Email,Mobile,1,0,0,0
S0012598,2025-09-13,Social,Mobile,1,0,0,0
S0012599,2026-03-03,Direct,Mobile,1,0,0,0
S0012600,2025-05-28,Organic,Mobile,1,1,0,0
S0012601,2025-03-18,Direct,Mobile,0,0,0,0
S0012602,2026-07-11,Social,Mobile,0,0,0,0
S0012603,2025-05-12,Direct,Mobile,1,0,0,0
S0012604,2025-03-10,Organic,Mobile,1,0,0,0
S0012605,2025-10-12,Organic,Desktop,1,0,0,0
S0012606,2025-03-20,Email,Desktop,1,1,1,1
S0012607,2025-12-06,Organic,Mobile,0,0,0,0
S0012608,2026-08-13,Email,Tablet,1,0,0,0
S0012609,2025-03-09,Organic,Mobile,0,0,0,0
S0012610,2026-04-29,Social,Mobile,0,0,0,0
S0012611,2026-08-30,Direct,Mobile,0,0,0,0
S0012612,2025-09-30,Organic,Mobile,1,1,1,1
S0012613,2025-11-27,Paid Search,Mobile,1,0,0,0
S0012614,2025-11-07,Social,Mobile,0,0,0,0
S0012615,2025-05-26,Social,Desktop,1,0,0,0
S0012616,2025-09-08,Email,Mobile,0,0,0,0
S0012617,2025-11-14,Social,Desktop,1,0,0,0
S0012618,2025-03-31,Organic,Mobile,0,0,0,0
S0012619,2025-01-02,Organic,Mobile,1,1,1,1
S0012620,2025-06-17,Direct,Mobile,0,0,0,0
S0012621,2025-03-17,Paid Search,Mobile,0,0,0,0
S0012622,2026-04-01,Paid Search,Desktop,0,0,0,0
S0012623,2025-05-26,Organic,Desktop,1,1,0,0
S0012624,2025-04-16,Paid Search,Desktop,0,0,0,0
S0012625,2025-11-09,Social,Mobile,1,0,0,0
S0012626,2026-02-28,Paid Search,Mobile,0,0,0,0
S0012627,2026-03-25,Direct,Tablet,1,0,0,0
S0012628,2025-03-05,Paid Search,Mobile,0,0,0,0
S0012629,2026-01-22,Social,Desktop,1,1,1,1
S0012630,2026-07-13,Email,Desktop,1,0,0,0
S0012631,2026-06-03,Direct,Desktop,1,0,0,0
S0012632,2026-05-17,Direct,Mobile,1,0,0,0
S0012633,2025-09-12,Social,Desktop,1,1,1,0
S0012634,2026-06-10,Organic,Mobile,1,0,0,0
S0012635,2025-08-21,Direct,Mobile,1,0,0,0
S0012636,2026-04-14,Direct,Mobile,1,1,0,0
S0012637,2025-01-17,Social,Mobile,1,0,0,0
S0012638,2026-06-20,Organic,Mobile,1,1,0,0
S0012639,2025-09-21,Organic,Mobile,0,0,0,0
S0012640,2026-01-30,Organic,Desktop,1,0,0,0
S0012641,2025-08-13,Social,Mobile,1,1,0,0
S0012642,2026-06-24,Paid Search,Mobile,1,0,0,0
S0012643,2026-03-24,Paid Search,Desktop,0,0,0,0
S0012644,2026-01-07,Organic,Tablet,1,0,0,0
S0012645,2026-06-03,Social,Mobile,1,0,0,0
S0012646,2026-05-20,Direct,Mobile,0,0,0,0
S0012647,2026-02-02,Paid Search,Mobile,1,1,1,0
S0012648,2025-04-22,Paid Search,Mobile,1,1,0,0
S0012649,2025-04-15,Paid Search,Mobile,1,0,0,0
S0012650,2025-12-07,Organic,Mobile,1,0,0,0
S0012651,2026-05-06,Paid Search,Desktop,1,1,1,1
S0012652,2025-04-25,Organic,Tablet,0,0,0,0
S0012653,2025-11-06,Social,Mobile,0,0,0,0
S0012654,2025-03-28,Organic,Desktop,1,0,0,0
S0012655,2026-05-18,Paid Search,Desktop,0,0,0,0
S0012656,2025-05-04,Email,Mobile,1,0,0,0
S0012657,2025-07-20,Organic,Mobile,1,0,0,0
S0012658,2026-02-17,Email,Mobile,1,1,0,0
S0012659,2025-09-26,Social,Desktop,1,0,0,0
S0012660,2025-07-27,Direct,Mobile,0,0,0,0
S0012661,2025-06-25,Direct,Desktop,1,0,0,0
S0012662,2025-12-01,Organic,Mobile,1,0,0,0
S0012663,2025-11-22,Direct,Mobile,1,1,1,0
S0012664,2025-10-10,Social,Tablet,1,0,0,0
S0012665,2025-01-08,Paid Search,Desktop,0,0,0,0
S0012666,2026-05-17,Social,Mobile,1,1,0,0
S0012667,2025-10-22,Paid Search,Desktop,0,0,0,0
S0012668,2025-05-28,Direct,Mobile,1,0,0,0
S0012669,2026-03-04,Organic,Desktop,1,0,0,0
S0012670,2026-02-19,Organic,Mobile,1,1,0,0
S0012671,2025-11-28,Social,Mobile,1,0,0,0
S0012672,2025-06-01,Email,Mobile,0,0,0,0
S0012673,2025-09-12,Social,Desktop,1,0,0,0
S0012674,2026-07-16,Social,Mobile,1,0,0,0
S0012675,2026-01-30,Organic,Desktop,1,0,0,0
S0012676,2026-03-02,Email,Mobile,0,0,0,0
S0012677,2025-03-05,Social,Tablet,1,0,0,0
S0012678,2025-12-21,Paid Search,Mobile,0,0,0,0
S0012679,2026-08-06,Paid Search,Mobile,1,0,0,0
S0012680,2025-11-12,Organic,Mobile,1,0,0,0
S0012681,2026-02-14,Paid Search,Desktop,1,1,1,0
S0012682,2025-07-28,Email,Mobile,1,0,0,0
S0012683,2025-09-29,Paid Search,Desktop,1,0,0,0
S0012684,2025-01-08,Email,Mobile,1,1,1,1
S0012685,2025-12-18,Organic,Mobile,1,0,0,0
S0012686,2025-09-04,Social,Mobile,1,1,0,0
S0012687,2025-10-02,Paid Search,Desktop,1,0,0,0
S0012688,2025-09-04,Direct,Mobile,1,1,0,0
S0012689,2025-05-05,Paid Search,Mobile,0,0,0,0
S0012690,2025-08-30,Direct,Mobile,1,0,0,0
S0012691,2026-06-12,Organic,Mobile,1,0,0,0
S0012692,2025-04-02,Organic,Mobile,0,0,0,0
S0012693,2026-07-16,Paid Search,Mobile,1,0,0,0
S0012694,2026-07-14,Social,Mobile,1,0,0,0
S0012695,2025-07-20,Paid Search,Mobile,0,0,0,0
S0012696,2026-07-24,Paid Search,Mobile,1,0,0,0
S0012697,2025-11-04,Direct,Mobile,1,1,0,0
S0012698,2025-07-15,Direct,Mobile,1,1,1,1
S0012699,2025-07-13,Paid Search,Mobile,0,0,0,0
S0012700,2026-03-21,Social,Desktop,1,0,0,0
S0012701,2026-02-28,Paid Search,Mobile,0,0,0,0
S0012702,2026-01-11,Organic,Desktop,1,0,0,0
S0012703,2026-06-17,Paid Search,Mobile,1,1,1,1
S0012704,2025-09-24,Paid Search,Desktop,0,0,0,0
S0012705,2025-05-30,Organic,Mobile,1,1,0,0
S0012706,2025-01-30,Organic,Mobile,1,0,0,0
S0012707,2025-07-17,Paid Search,Mobile,0,0,0,0
S0012708,2026-08-07,Organic,Mobile,1,0,0,0
S0012709,2025-01-31,Email,Mobile,1,0,0,0
S0012710,2025-01-13,Organic,Mobile,1,0,0,0
S0012711,2025-10-25,Paid Search,Mobile,1,0,0,0
S0012712,2025-10-28,Organic,Mobile,1,0,0,0
S0012713,2026-06-10,Paid Search,Mobile,1,0,0,0
S0012714,2026-05-27,Paid Search,Mobile,1,1,1,1
S0012715,2026-04-12,Email,Mobile,1,0,0,0
S0012716,2026-08-04,Direct,Mobile,0,0,0,0
S0012717,2025-10-18,Organic,Desktop,1,0,0,0
S0012718,2026-01-31,Paid Search,Mobile,1,1,0,0
S0012719,2026-02-07,Email,Mobile,1,0,0,0
S0012720,2026-07-05,Email,Mobile,1,0,0,0
S0012721,2025-03-23,Paid Search,Mobile,1,0,0,0
S0012722,2025-08-17,Organic,Mobile,1,0,0,0
S0012723,2026-02-17,Paid Search,Mobile,1,0,0,0
S0012724,2025-05-11,Paid Search,Mobile,0,0,0,0
S0012725,2025-12-27,Social,Desktop,1,0,0,0
S0012726,2026-08-30,Organic,Mobile,1,1,0,0
S0012727,2025-04-12,Organic,Desktop,0,0,0,0
S0012728,2025-06-13,Social,Desktop,1,1,1,1
S0012729,2026-06-16,Direct,Mobile,1,1,0,0
S0012730,2025-07-11,Direct,Mobile,1,0,0,0
S0012731,2026-05-24,Organic,Mobile,1,1,1,1
S0012732,2025-03-25,Social,Mobile,1,1,0,0
S0012733,2025-12-14,Email,Mobile,0,0,0,0
S0012734,2026-05-04,Organic,Tablet,1,0,0,0
S0012735,2025-06-05,Paid Search,Tablet,1,0,0,0
S0012736,2026-01-09,Paid Search,Mobile,1,0,0,0
S0012737,2025-03-15,Organic,Mobile,0,0,0,0
S0012738,2026-01-28,Organic,Mobile,1,1,1,1
S0012739,2026-08-27,Organic,Mobile,1,1,1,1
S0012740,2026-03-05,Organic,Desktop,1,0,0,0
S0012741,2026-08-25,Organic,Desktop,0,0,0,0
S0012742,2025-05-27,Social,Desktop,0,0,0,0
S0012743,2025-03-13,Organic,Desktop,1,1,0,0
S0012744,2025-07-05,Organic,Mobile,0,0,0,0
S0012745,2026-06-10,Email,Mobile,1,0,0,0
S0012746,2026-01-04,Organic,Mobile,1,0,0,0
S0012747,2025-11-10,Organic,Mobile,1,0,0,0
S0012748,2025-02-18,Paid Search,Mobile,0,0,0,0
S0012749,2025-07-07,Paid Search,Desktop,0,0,0,0
S0012750,2025-04-26,Social,Mobile,0,0,0,0
S0012751,2025-12-16,Organic,Desktop,1,0,0,0
S0012752,2025-07-02,Paid Search,Mobile,1,1,1,1
S0012753,2025-03-16,Paid Search,Mobile,1,1,1,1
S0012754,2025-01-07,Email,Desktop,1,0,0,0
S0012755,2026-05-16,Organic,Mobile,1,0,0,0
S0012756,2026-07-20,Paid Search,Mobile,1,0,0,0
S0012757,2025-11-28,Social,Mobile,0,0,0,0
S0012758,2026-08-27,Organic,Desktop,1,1,1,0
S0012759,2026-07-01,Paid Search,Mobile,1,0,0,0
S0012760,2025-01-25,Organic,Tablet,1,1,1,1
S0012761,2025-01-04,Organic,Desktop,0,0,0,0
S0012762,2026-02-28,Email,Mobile,0,0,0,0
S0012763,2025-07-28,Social,Desktop,0,0,0,0
S0012764,2026-08-14,Organic,Desktop,1,0,0,0
S0012765,2026-05-14,Organic,Desktop,0,0,0,0
S0012766,2025-04-09,Organic,Mobile,1,0,0,0
S0012767,2026-01-21,Paid Search,Mobile,1,0,0,0
S0012768,2025-08-25,Paid Search,Mobile,0,0,0,0
S0012769,2026-07-08,Organic,Desktop,1,1,1,1
S0012770,2025-06-02,Organic,Mobile,1,1,1,1
S0012771,2026-05-21,Paid Search,Tablet,1,1,0,0
S0012772,2025-09-26,Organic,Mobile,0,0,0,0
S0012773,2025-05-22,Organic,Desktop,1,1,0,0
S0012774,2026-06-01,Paid Search,Mobile,0,0,0,0
S0012775,2026-04-09,Social,Mobile,1,0,0,0
S0012776,2026-05-23,Organic,Mobile,1,1,1,1
S0012777,2025-11-24,Email,Mobile,1,0,0,0
S0012778,2026-02-18,Social,Mobile,0,0,0,0
S0012779,2026-02-16,Direct,Mobile,0,0,0,0
S0012780,2025-10-02,Email,Mobile,0,0,0,0
S0012781,2025-01-09,Paid Search,Mobile,1,1,1,1
S0012782,2025-08-17,Organic,Mobile,0,0,0,0
S0012783,2026-08-21,Organic,Mobile,1,0,0,0
S0012784,2026-05-16,Organic,Mobile,0,0,0,0
S0012785,2025-01-06,Organic,Tablet,1,0,0,0
S0012786,2026-02-24,Email,Mobile,1,0,0,0
S0012787,2026-04-23,Organic,Mobile,0,0,0,0
S0012788,2026-04-16,Organic,Desktop,1,1,1,1
S0012789,2025-03-28,Social,Desktop,1,1,0,0
S0012790,2025-01-03,Social,Mobile,0,0,0,0
S0012791,2025-10-08,Organic,Mobile,1,0,0,0
S0012792,2026-07-08,Organic,Mobile,1,0,0,0
S0012793,2025-12-10,Direct,Mobile,1,1,1,1
S0012794,2026-04-23,Email,Mobile,0,0,0,0
S0012795,2026-05-01,Direct,Desktop,1,0,0,0
S0012796,2025-08-23,Paid Search,Mobile,0,0,0,0
S0012797,2025-01-19,Social,Mobile,1,0,0,0
S0012798,2025-06-11,Paid Search,Mobile,1,0,0,0
S0012799,2025-08-09,Paid Search,Desktop,0,0,0,0
S0012800,2025-02-01,Email,Mobile,1,0,0,0
S0012801,2025-03-10,Paid Search,Mobile,0,0,0,0
S0012802,2025-01-31,Organic,Mobile,1,0,0,0
S0012803,2025-10-31,Paid Search,Mobile,0,0,0,0
S0012804,2025-06-29,Paid Search,Desktop,1,1,1,1
S0012805,2025-11-15,Social,Mobile,1,0,0,0
S0012806,2025-05-17,Social,Mobile,0,0,0,0
S0012807,2026-04-09,Social,Mobile,1,1,1,0
S0012808,2025-04-30,Direct,Mobile,1,1,1,1
S0012809,2026-03-28,Organic,Mobile,1,1,1,1
S0012810,2026-08-02,Email,Mobile,1,0,0,0
S0012811,2025-03-29,Email,Desktop,1,0,0,0
S0012812,2025-01-05,Social,Desktop,0,0,0,0
S0012813,2025-03-04,Organic,Desktop,1,0,0,0
S0012814,2025-08-31,Organic,Desktop,1,0,0,0
S0012815,2026-06-24,Organic,Mobile,1,1,1,1
S0012816,2025-07-11,Organic,Desktop,1,0,0,0
S0012817,2026-01-27,Organic,Mobile,1,1,1,0
S0012818,2025-04-26,Social,Mobile,1,1,1,0
S0012819,2025-04-11,Paid Search,Mobile,1,0,0,0
S0012820,2025-12-19,Social,Mobile,0,0,0,0
S0012821,2025-04-28,Paid Search,Desktop,0,0,0,0
S0012822,2025-05-27,Email,Tablet,0,0,0,0
S0012823,2026-04-28,Paid Search,Mobile,1,0,0,0
S0012824,2025-02-04,Organic,Desktop,1,0,0,0
S0012825,2026-01-18,Organic,Mobile,1,0,0,0
S0012826,2025-10-28,Organic,Mobile,1,0,0,0
S0012827,2026-08-16,Direct,Mobile,1,0,0,0
S0012828,2025-07-11,Paid Search,Mobile,1,0,0,0
S0012829,2026-05-02,Organic,Mobile,1,1,1,1
S0012830,2026-03-04,Paid Search,Desktop,0,0,0,0
S0012831,2025-01-24,Direct,Mobile,0,0,0,0
S0012832,2026-06-26,Organic,Desktop,1,0,0,0
S0012833,2025-03-25,Paid Search,Mobile,1,1,0,0
S0012834,2025-10-25,Direct,Mobile,1,1,1,1
S0012835,2026-01-16,Paid Search,Mobile,1,1,0,0
S0012836,2025-05-18,Organic,Desktop,1,0,0,0
S0012837,2025-10-10,Direct,Mobile,1,0,0,0
S0012838,2026-05-04,Email,Desktop,1,0,0,0
S0012839,2025-01-11,Organic,Desktop,0,0,0,0
S0012840,2025-05-25,Social,Mobile,1,0,0,0
S0012841,2025-04-08,Paid Search,Mobile,1,0,0,0
S0012842,2026-02-01,Paid Search,Mobile,1,0,0,0
S0012843,2025-01-09,Paid Search,Mobile,0,0,0,0
S0012844,2025-03-30,Paid Search,Mobile,0,0,0,0
S0012845,2026-06-18,Direct,Mobile,1,1,1,1
S0012846,2025-03-17,Organic,Mobile,1,1,0,0
S0012847,2026-01-08,Direct,Mobile,1,0,0,0
S0012848,2026-02-12,Paid Search,Mobile,1,0,0,0
S0012849,2025-09-29,Paid Search,Mobile,0,0,0,0
S0012850,2026-07-23,Paid Search,Mobile,0,0,0,0
S0012851,2026-02-05,Social,Mobile,1,0,0,0
S0012852,2025-09-03,Social,Mobile,0,0,0,0
S0012853,2025-09-25,Social,Mobile,1,0,0,0
S0012854,2026-07-05,Social,Mobile,1,1,1,0
S0012855,2026-04-16,Paid Search,Mobile,1,1,1,1
S0012856,2025-02-02,Social,Mobile,1,0,0,0
S0012857,2026-02-19,Organic,Mobile,0,0,0,0
S0012858,2026-05-12,Direct,Mobile,1,0,0,0
S0012859,2025-12-18,Organic,Tablet,1,1,0,0
S0012860,2025-08-03,Organic,Mobile,1,0,0,0
S0012861,2026-07-28,Email,Tablet,0,0,0,0
S0012862,2026-05-19,Paid Search,Desktop,1,1,0,0
S0012863,2025-01-05,Paid Search,Mobile,1,0,0,0
S0012864,2026-03-05,Paid Search,Desktop,1,0,0,0
S0012865,2026-05-03,Organic,Mobile,1,1,1,1
S0012866,2025-02-17,Social,Mobile,1,0,0,0
S0012867,2026-01-25,Organic,Mobile,1,1,1,1
S0012868,2025-03-23,Social,Mobile,1,0,0,0
S0012869,2026-04-13,Direct,Mobile,0,0,0,0
S0012870,2026-02-10,Paid Search,Desktop,1,0,0,0
S0012871,2026-03-14,Paid Search,Mobile,1,0,0,0
S0012872,2026-05-03,Paid Search,Mobile,0,0,0,0
S0012873,2025-11-18,Social,Desktop,1,0,0,0
S0012874,2025-11-21,Direct,Mobile,0,0,0,0
S0012875,2025-10-29,Social,Mobile,1,0,0,0
S0012876,2025-05-23,Social,Mobile,1,0,0,0
S0012877,2025-08-04,Organic,Mobile,0,0,0,0
S0012878,2025-07-19,Direct,Desktop,1,1,0,0
S0012879,2026-04-28,Email,Mobile,1,0,0,0
S0012880,2025-07-06,Paid Search,Mobile,0,0,0,0
S0012881,2025-11-06,Organic,Mobile,1,0,0,0
S0012882,2025-06-22,Organic,Mobile,1,0,0,0
S0012883,2025-11-20,Email,Desktop,1,1,0,0
S0012884,2026-05-18,Email,Mobile,1,0,0,0
S0012885,2026-01-16,Organic,Mobile,1,0,0,0
S0012886,2026-05-19,Paid Search,Mobile,0,0,0,0
S0012887,2025-01-28,Social,Mobile,1,1,0,0
S0012888,2026-03-20,Paid Search,Desktop,0,0,0,0
S0012889,2025-07-31,Paid Search,Mobile,1,0,0,0
S0012890,2025-08-27,Organic,Mobile,1,0,0,0
S0012891,2026-06-13,Email,Desktop,1,1,1,1
S0012892,2025-06-01,Direct,Desktop,1,1,1,1
S0012893,2026-07-29,Social,Mobile,1,1,0,0
S0012894,2026-08-23,Paid Search,Tablet,0,0,0,0
S0012895,2025-04-16,Email,Mobile,1,0,0,0
S0012896,2026-08-04,Direct,Tablet,1,0,0,0
S0012897,2026-08-05,Paid Search,Mobile,1,0,0,0
S0012898,2025-08-09,Paid Search,Mobile,0,0,0,0
S0012899,2025-07-13,Paid Search,Mobile,1,1,0,0
S0012900,2025-12-15,Paid Search,Mobile,0,0,0,0
S0012901,2026-05-08,Organic,Desktop,1,1,1,1
S0012902,2025-09-04,Organic,Mobile,0,0,0,0
S0012903,2026-05-31,Social,Mobile,1,0,0,0
S0012904,2025-06-03,Organic,Desktop,1,0,0,0
S0012905,2025-03-25,Email,Mobile,0,0,0,0
S0012906,2025-12-14,Email,Desktop,0,0,0,0
S0012907,2025-07-13,Social,Mobile,1,0,0,0
S0012908,2025-12-04,Direct,Tablet,1,1,0,0
S0012909,2026-05-09,Social,Mobile,1,1,0,0
S0012910,2025-02-21,Email,Desktop,1,1,1,1
S0012911,2026-08-24,Social,Desktop,1,0,0,0
S0012912,2025-08-16,Organic,Desktop,1,0,0,0
S0012913,2026-03-27,Organic,Desktop,0,0,0,0
S0012914,2026-07-09,Paid Search,Desktop,1,0,0,0
S0012915,2025-03-04,Organic,Desktop,1,0,0,0
S0012916,2025-02-19,Direct,Mobile,0,0,0,0
S0012917,2026-03-27,Email,Mobile,1,0,0,0
S0012918,2026-08-26,Paid Search,Desktop,1,1,0,0
S0012919,2025-02-26,Paid Search,Mobile,0,0,0,0
S0012920,2026-05-24,Email,Mobile,0,0,0,0
S0012921,2025-02-22,Paid Search,Mobile,1,0,0,0
S0012922,2026-01-21,Social,Mobile,1,0,0,0
S0012923,2026-07-20,Direct,Mobile,1,1,1,0
S0012924,2026-06-20,Organic,Mobile,1,0,0,0
S0012925,2025-12-25,Email,Mobile,0,0,0,0
S0012926,2025-03-23,Social,Mobile,1,1,0,0
S0012927,2025-09-02,Paid Search,Mobile,1,0,0,0
S0012928,2026-06-26,Organic,Desktop,1,0,0,0
S0012929,2026-01-17,Paid Search,Mobile,0,0,0,0
S0012930,2026-01-24,Organic,Mobile,1,0,0,0
S0012931,2026-08-03,Paid Search,Mobile,1,0,0,0
S0012932,2026-07-28,Social,Mobile,1,0,0,0
S0012933,2025-05-09,Organic,Desktop,1,1,0,0
S0012934,2025-08-23,Direct,Mobile,1,1,1,1
S0012935,2025-04-02,Email,Desktop,1,0,0,0
S0012936,2026-01-02,Organic,Mobile,1,1,1,1
S0012937,2025-03-09,Organic,Mobile,1,1,1,0
S0012938,2025-07-31,Social,Mobile,0,0,0,0
S0012939,2026-03-05,Social,Desktop,0,0,0,0
S0012940,2026-05-12,Organic,Desktop,0,0,0,0
S0012941,2025-01-29,Organic,Desktop,1,0,0,0
S0012942,2025-09-19,Paid Search,Mobile,1,1,1,0
S0012943,2026-06-01,Social,Mobile,1,1,1,1
S0012944,2025-03-07,Social,Desktop,0,0,0,0
S0012945,2025-12-24,Paid Search,Desktop,1,0,0,0
S0012946,2025-10-30,Email,Mobile,1,0,0,0
S0012947,2025-04-15,Social,Desktop,0,0,0,0
S0012948,2025-01-29,Organic,Desktop,1,0,0,0
S0012949,2026-05-27,Paid Search,Desktop,0,0,0,0
S0012950,2026-04-13,Organic,Mobile,1,1,0,0
S0012951,2025-01-21,Organic,Mobile,0,0,0,0
S0012952,2025-10-24,Direct,Desktop,1,1,1,1
S0012953,2025-12-26,Email,Mobile,1,0,0,0
S0012954,2026-03-14,Social,Desktop,1,0,0,0
S0012955,2025-07-01,Organic,Desktop,1,0,0,0
S0012956,2025-05-19,Paid Search,Mobile,1,0,0,0
S0012957,2025-06-09,Social,Desktop,1,1,0,0
S0012958,2025-03-22,Social,Mobile,1,1,0,0
S0012959,2025-06-02,Email,Mobile,1,0,0,0
S0012960,2025-09-22,Paid Search,Mobile,1,1,0,0
S0012961,2026-02-11,Organic,Mobile,1,0,0,0
S0012962,2026-06-12,Email,Mobile,1,1,1,1
S0012963,2026-04-04,Email,Desktop,1,1,0,0
S0012964,2026-01-06,Organic,Mobile,1,0,0,0
S0012965,2025-03-15,Organic,Desktop,1,0,0,0
S0012966,2025-02-19,Paid Search,Mobile,1,0,0,0
S0012967,2025-08-28,Organic,Mobile,0,0,0,0
S0012968,2025-04-14,Paid Search,Desktop,1,1,0,0
S0012969,2026-07-18,Organic,Mobile,1,0,0,0
S0012970,2025-04-29,Organic,Desktop,1,1,0,0
S0012971,2025-11-06,Direct,Desktop,1,0,0,0
S0012972,2026-01-01,Social,Mobile,1,1,0,0
S0012973,2025-09-20,Email,Mobile,1,0,0,0
S0012974,2025-10-22,Paid Search,Mobile,1,0,0,0
S0012975,2026-02-15,Social,Mobile,1,1,1,1
S0012976,2026-02-09,Organic,Mobile,1,1,1,0
S0012977,2026-07-29,Social,Desktop,1,1,0,0
S0012978,2025-11-13,Organic,Mobile,0,0,0,0
S0012979,2026-05-09,Social,Desktop,1,1,1,1
S0012980,2025-12-29,Social,Mobile,1,0,0,0
S0012981,2025-12-17,Paid Search,Mobile,0,0,0,0
S0012982,2025-08-31,Paid Search,Desktop,0,0,0,0
S0012983,2025-07-19,Organic,Desktop,0,0,0,0
S0012984,2025-12-28,Social,Mobile,0,0,0,0
S0012985,2025-01-23,Direct,Mobile,1,0,0,0
S0012986,2026-03-02,Paid Search,Desktop,0,0,0,0
S0012987,2026-03-11,Direct,Mobile,1,0,0,0
S0012988,2025-08-17,Email,Mobile,1,1,1,1
S0012989,2026-04-11,Email,Mobile,1,1,1,1
S0012990,2026-05-14,Email,Mobile,0,0,0,0
S0012991,2026-05-19,Organic,Mobile,0,0,0,0
S0012992,2025-11-17,Direct,Mobile,0,0,0,0
S0012993,2025-08-18,Email,Mobile,1,0,0,0
S0012994,2025-12-12,Organic,Mobile,1,0,0,0
S0012995,2026-04-06,Organic,Mobile,1,0,0,0
S0012996,2025-02-06,Paid Search,Desktop,1,1,1,1
S0012997,2026-07-26,Social,Mobile,1,0,0,0
S0012998,2025-10-20,Social,Mobile,1,0,0,0
S0012999,2025-05-31,Paid Search,Mobile,1,1,1,1
S0013000,2025-03-16,Social,Tablet,0,0,0,0
S0013001,2026-04-12,Paid Search,Mobile,0,0,0,0
S0013002,2025-07-15,Direct,Tablet,1,0,0,0
S0013003,2026-07-27,Organic,Mobile,1,1,1,1
S0013004,2026-02-08,Paid Search,Desktop,1,0,0,0
S0013005,2025-04-27,Paid Search,Mobile,1,1,0,0
S0013006,2026-01-30,Paid Search,Tablet,1,0,0,0
S0013007,2025-01-17,Organic,Mobile,1,1,0,0
