order_id,order_date,customer_id,product_id,category,quantity,unit_price,discount_pct,channel,ab_group,returned,gross_revenue,net_revenue,shipping_days,rating
O001001,2025-02-10,C01569,P001,Electronics,1,2499,0.114,Web,variant,0,2499,2214.11,2,4
O001002,2025-02-10,C00676,P004,Home & Office,1,8999,0.104,Web,control,0,8999,8063.1,5,5
O001003,2025-02-10,C01980,P007,Fashion,2,3299,0.099,App,control,1,6598,0.0,5,2
O001004,2025-02-10,C01709,P004,Home & Office,2,8999,0.09,Web,variant,0,17998,16378.18,6,4
O001005,2025-02-10,C01107,P008,Fashion,1,1899,0.201,App,variant,1,1899,0.0,5,4
O001006,2025-02-10,C00826,P007,Fashion,3,3299,0.094,App,control,0,9897,8966.68,4,3
O001007,2025-02-10,C02395,P005,Home & Office,3,13999,0.112,App,variant,0,41997,37293.34,3,4
O001008,2025-02-10,C00547,P010,Home & Office,1,1599,0.102,Marketplace,control,0,1599,1435.9,3,3
O001009,2025-02-10,C01623,P004,Home & Office,1,8999,0.02,Web,control,0,8999,8819.02,2,5
O001010,2025-02-10,C00235,P008,Fashion,1,1899,0.034,App,variant,1,1899,0.0,4,4
O001011,2025-02-10,C00546,P001,Electronics,2,2499,0.015,App,control,0,4998,4923.03,5,5
O001012,2025-02-11,C02184,P002,Electronics,1,4999,0.033,App,variant,0,4999,4834.03,4,4
O001013,2025-02-11,C02137,P005,Home & Office,1,13999,0.05,App,control,0,13999,13299.05,7,4
O001014,2025-02-11,C00905,P010,Home & Office,3,1599,0.068,Web,control,0,4797,4470.8,7,4
O001015,2025-02-11,C00217,P007,Fashion,1,3299,0.067,Web,control,0,3299,3077.97,4,5
O001016,2025-02-11,C00557,P009,Electronics,2,2199,0.115,App,variant,0,4398,3892.23,5,3
O001017,2025-02-11,C01885,P003,Electronics,2,3499,0.161,Web,control,0,6998,5871.32,3,3
O001018,2025-02-11,C00247,P005,Home & Office,2,13999,0.149,Web,control,0,27998,23826.3,1,3
O001019,2025-02-11,C00508,P011,Beauty,1,1299,0.097,Web,variant,0,1299,1173.0,5,4
O001020,2025-02-11,C00142,P002,Electronics,1,4999,0.03,Marketplace,control,0,4999,4849.03,4,4
O001021,2025-02-11,C01204,P006,Home & Office,2,4599,0.143,Marketplace,variant,0,9198,7882.69,7,4
O001022,2025-02-11,C01259,P006,Home & Office,1,4599,0.047,App,variant,1,4599,0.0,1,4
O001023,2025-02-11,C00560,P004,Home & Office,1,8999,0.106,Web,variant,0,8999,8045.11,4,4
O001024,2025-02-11,C01266,P002,Electronics,1,4999,0.097,Web,control,0,4999,4514.1,3,4
O001025,2025-02-11,C01267,P008,Fashion,2,1899,0.016,App,variant,0,3798,3737.23,3,5
O001026,2025-02-11,C01715,P008,Fashion,2,1899,0.048,Web,control,1,3798,0.0,3,2
O001027,2025-02-11,C01825,P001,Electronics,2,2499,0.111,Marketplace,variant,0,4998,4443.22,1,4
O001028,2025-02-11,C01923,P002,Electronics,4,4999,0.071,App,control,0,19996,18576.28,5,4
O001029,2025-02-11,C01263,P004,Home & Office,1,8999,0.255,App,variant,0,8999,6704.26,2,4
O001030,2025-02-11,C01316,P012,Beauty,1,1799,0.053,Marketplace,variant,0,1799,1703.65,7,4
O001031,2025-02-11,C00688,P012,Beauty,1,1799,0.02,App,variant,0,1799,1763.02,4,5
O001032,2025-02-11,C01706,P001,Electronics,1,2499,0.084,App,control,0,2499,2289.08,3,3
O001033,2025-02-11,C00484,P006,Home & Office,2,4599,0.061,Marketplace,variant,0,9198,8636.92,4,5
O001034,2025-02-11,C01508,P011,Beauty,1,1299,0.0,Marketplace,control,0,1299,1299.0,6,3
O001035,2025-02-11,C02053,P002,Electronics,1,4999,0.13,Web,control,0,4999,4349.13,5,3
O001036,2025-02-11,C00396,P003,Electronics,1,3499,0.139,Web,control,1,3499,0.0,2,3
O001037,2025-02-11,C00467,P011,Beauty,2,1299,0.131,App,control,0,2598,2257.66,3,5
O001038,2025-02-11,C00959,P009,Electronics,1,2199,0.099,Web,control,0,2199,1981.3,2,5
O001039,2025-02-11,C00232,P007,Fashion,3,3299,0.072,App,control,0,9897,9184.42,5,4
O001040,2025-02-12,C01789,P004,Home & Office,1,8999,0.09,App,variant,0,8999,8189.09,2,5
O001041,2025-02-12,C01819,P012,Beauty,1,1799,0.073,App,variant,0,1799,1667.67,5,5
O001042,2025-02-12,C02432,P010,Home & Office,1,1599,0.042,App,control,0,1599,1531.84,2,4
O001043,2025-02-12,C00586,P001,Electronics,2,2499,0.172,App,control,0,4998,4138.34,5,3
O001044,2025-02-12,C01907,P004,Home & Office,3,8999,0.156,App,variant,0,26997,22785.47,4,5
O001045,2025-02-12,C02040,P010,Home & Office,3,1599,0.12,Web,variant,0,4797,4221.36,5,5
O001046,2025-02-12,C01564,P006,Home & Office,2,4599,0.054,App,control,0,9198,8701.31,4,4
O001047,2025-02-12,C02401,P008,Fashion,1,1899,0.115,Web,variant,0,1899,1680.62,2,4
O001048,2025-02-12,C01967,P011,Beauty,1,1299,0.066,App,control,0,1299,1213.27,4,3
O001049,2025-02-12,C01451,P009,Electronics,3,2199,0.063,App,variant,0,6597,6181.39,3,5
O001050,2025-02-12,C00099,P004,Home & Office,1,8999,0.079,Web,variant,0,8999,8288.08,2,4
O001051,2025-02-12,C00529,P006,Home & Office,1,4599,0.106,App,variant,0,4599,4111.51,5,5
O001052,2025-02-12,C01911,P002,Electronics,2,4999,0.056,Marketplace,variant,0,9998,9438.11,4,5
O001053,2025-02-12,C01227,P002,Electronics,1,4999,0.072,Web,variant,0,4999,4639.07,1,5
O001054,2025-02-12,C01188,P006,Home & Office,1,4599,0.159,Marketplace,control,0,4599,3867.76,6,4
O001055,2025-02-12,C00549,P009,Electronics,1,2199,0.0,App,control,0,2199,2199.0,2,5
O001056,2025-02-12,C02194,P003,Electronics,3,3499,0.141,App,variant,0,10497,9016.92,5,4
O001057,2025-02-12,C00287,P004,Home & Office,4,8999,0.072,App,control,0,35996,33404.29,1,5
O001058,2025-02-12,C02019,P011,Beauty,1,1299,0.052,App,control,1,1299,0.0,3,3
O001059,2025-02-12,C00668,P009,Electronics,3,2199,0.062,App,variant,0,6597,6187.99,2,5
O001060,2025-02-12,C00065,P009,Electronics,1,2199,0.081,Web,control,0,2199,2020.88,4,4
O001061,2025-02-12,C02207,P011,Beauty,2,1299,0.136,App,control,0,2598,2244.67,3,4
O001062,2025-02-12,C02164,P005,Home & Office,1,13999,0.091,App,variant,0,13999,12725.09,3,4
O001063,2025-02-12,C01676,P009,Electronics,2,2199,0.05,App,control,0,4398,4178.1,1,5
O001064,2025-02-12,C01996,P005,Home & Office,2,13999,0.121,Web,variant,0,27998,24610.24,6,4
O001065,2025-02-13,C00859,P005,Home & Office,1,13999,0.074,Web,variant,0,13999,12963.07,5,4
O001066,2025-02-13,C02331,P007,Fashion,3,3299,0.112,App,control,0,9897,8788.54,1,4
O001067,2025-02-13,C01725,P006,Home & Office,1,4599,0.096,Web,variant,1,4599,0.0,7,2
O001068,2025-02-13,C01646,P010,Home & Office,2,1599,0.016,Web,control,0,3198,3146.83,6,4
O001069,2025-02-13,C00849,P011,Beauty,1,1299,0.114,App,control,0,1299,1150.91,4,4
O001070,2025-02-13,C00500,P007,Fashion,2,3299,0.0,Web,variant,0,6598,6598.0,3,5
O001071,2025-02-13,C01689,P010,Home & Office,1,1599,0.074,App,control,0,1599,1480.67,6,5
O001072,2025-02-13,C00360,P002,Electronics,1,4999,0.019,App,control,0,4999,4904.02,5,4
O001073,2025-02-13,C01039,P009,Electronics,3,2199,0.0,App,control,0,6597,6597.0,3,4
O001074,2025-02-13,C01914,P006,Home & Office,2,4599,0.095,App,control,0,9198,8324.19,4,5
O001075,2025-02-13,C00147,P009,Electronics,2,2199,0.13,Marketplace,control,1,4398,0.0,5,3
O001076,2025-02-13,C00068,P001,Electronics,2,2499,0.078,App,control,0,4998,4608.16,5,3
O001077,2025-02-13,C00143,P002,Electronics,1,4999,0.157,App,control,0,4999,4214.16,7,3
O001078,2025-02-13,C01807,P007,Fashion,3,3299,0.08,Web,variant,0,9897,9105.24,5,4
O001079,2025-02-13,C00609,P012,Beauty,2,1799,0.091,Marketplace,control,0,3598,3270.58,4,5
O001080,2025-02-13,C02483,P002,Electronics,1,4999,0.029,App,variant,0,4999,4854.03,5,5
O001081,2025-02-13,C02061,P006,Home & Office,2,4599,0.115,App,variant,0,9198,8140.23,3,5
O001082,2025-02-13,C00721,P002,Electronics,4,4999,0.112,Marketplace,control,0,19996,17756.45,2,4
O001083,2025-02-13,C02003,P010,Home & Office,2,1599,0.055,Web,variant,0,3198,3022.11,3,3
O001084,2025-02-13,C00059,P005,Home & Office,1,13999,0.003,Web,variant,0,13999,13957.0,4,5
O001085,2025-02-13,C02043,P006,Home & Office,2,4599,0.0,Web,variant,0,9198,9198.0,4,4
O001086,2025-02-13,C01805,P007,Fashion,2,3299,0.14,App,control,0,6598,5674.28,3,3
O001087,2025-02-13,C01593,P001,Electronics,1,2499,0.01,Web,variant,0,2499,2474.01,3,5
O001088,2025-02-13,C00694,P002,Electronics,3,4999,0.171,App,variant,0,14997,12432.51,4,5
O001089,2025-02-13,C01832,P002,Electronics,1,4999,0.033,Web,variant,0,4999,4834.03,3,5
O001090,2025-02-13,C00269,P001,Electronics,1,2499,0.062,App,variant,0,2499,2344.06,1,4
O001091,2025-02-13,C00349,P003,Electronics,1,3499,0.25,Web,variant,0,3499,2624.25,2,3
O001092,2025-02-13,C00497,P012,Beauty,1,1799,0.052,Web,variant,0,1799,1705.45,4,4
O001093,2025-02-13,C01080,P006,Home & Office,1,4599,0.022,App,control,0,4599,4497.82,6,5
O001094,2025-02-13,C00302,P012,Beauty,1,1799,0.06,Web,variant,0,1799,1691.06,3,5
O001095,2025-02-13,C00770,P011,Beauty,1,1299,0.0,App,variant,0,1299,1299.0,3,4
O001096,2025-02-14,C00592,P009,Electronics,1,2199,0.063,App,control,0,2199,2060.46,1,5
O001097,2025-02-14,C00858,P003,Electronics,1,3499,0.084,Web,control,0,3499,3205.08,7,4
O001098,2025-02-14,C00189,P012,Beauty,2,1799,0.14,Marketplace,variant,0,3598,3094.28,5,4
O001099,2025-02-14,C01386,P003,Electronics,3,3499,0.111,Web,variant,1,10497,0.0,3,3
O001100,2025-02-14,C01220,P002,Electronics,1,4999,0.089,App,control,0,4999,4554.09,6,4
O001101,2025-02-14,C01669,P002,Electronics,2,4999,0.209,Web,variant,0,9998,7908.42,3,4
O001102,2025-02-14,C01553,P007,Fashion,2,3299,0.116,App,variant,0,6598,5832.63,3,4
O001103,2025-02-14,C00148,P004,Home & Office,2,8999,0.166,App,control,0,17998,15010.33,4,4
O001104,2025-02-14,C01704,P006,Home & Office,1,4599,0.133,App,variant,1,4599,0.0,3,3
O001105,2025-02-14,C00093,P008,Fashion,1,1899,0.164,Web,control,0,1899,1587.56,6,4
O001106,2025-02-14,C00594,P005,Home & Office,3,13999,0.149,Web,variant,1,41997,0.0,2,3
O001107,2025-02-14,C01430,P003,Electronics,1,3499,0.13,Web,variant,0,3499,3044.13,7,3
O001108,2025-02-14,C01845,P002,Electronics,1,4999,0.117,App,control,0,4999,4414.12,6,3
O001109,2025-02-14,C00840,P006,Home & Office,1,4599,0.169,App,control,0,4599,3821.77,3,4
O001110,2025-02-14,C00943,P011,Beauty,1,1299,0.045,Web,variant,0,1299,1240.54,4,4
O001111,2025-02-14,C02024,P012,Beauty,1,1799,0.036,Web,variant,0,1799,1734.24,3,5
O001112,2025-02-14,C00458,P008,Fashion,1,1899,0.0,App,variant,0,1899,1899.0,4,5
O001113,2025-02-14,C00209,P011,Beauty,1,1299,0.111,Web,control,0,1299,1154.81,2,3
O001114,2025-02-14,C00558,P010,Home & Office,1,1599,0.15,App,control,0,1599,1359.15,5,4
O001115,2025-02-15,C01466,P004,Home & Office,1,8999,0.018,App,control,0,8999,8837.02,4,4
O001116,2025-02-15,C01588,P002,Electronics,1,4999,0.037,App,control,0,4999,4814.04,2,4
O001117,2025-02-15,C01309,P003,Electronics,1,3499,0.166,Marketplace,control,0,3499,2918.17,5,5
O001118,2025-02-15,C01030,P003,Electronics,1,3499,0.122,Web,control,0,3499,3072.12,6,3
O001119,2025-02-15,C01172,P009,Electronics,1,2199,0.119,App,variant,0,2199,1937.32,1,4
O001120,2025-02-15,C00997,P010,Home & Office,2,1599,0.105,App,control,0,3198,2862.21,5,4
O001121,2025-02-15,C01867,P004,Home & Office,2,8999,0.067,App,control,0,17998,16792.13,4,4
O001122,2025-02-15,C00624,P006,Home & Office,1,4599,0.0,App,control,0,4599,4599.0,1,4
O001123,2025-02-15,C00435,P009,Electronics,1,2199,0.116,App,control,0,2199,1943.92,3,3
O001124,2025-02-15,C00377,P012,Beauty,1,1799,0.208,App,variant,0,1799,1424.81,3,5
O001125,2025-02-15,C00518,P010,Home & Office,1,1599,0.098,Web,control,0,1599,1442.3,2,5
O001126,2025-02-15,C00832,P008,Fashion,3,1899,0.011,App,variant,0,5697,5634.33,3,3
O001127,2025-02-15,C00406,P012,Beauty,1,1799,0.068,App,control,0,1799,1676.67,3,5
O001128,2025-02-15,C01699,P009,Electronics,1,2199,0.137,Web,variant,0,2199,1897.74,4,4
O001129,2025-02-15,C02414,P006,Home & Office,1,4599,0.144,Marketplace,control,1,4599,0.0,2,3
O001130,2025-02-15,C00301,P002,Electronics,2,4999,0.173,Web,control,0,9998,8268.35,4,4
O001131,2025-02-15,C00504,P005,Home & Office,2,13999,0.144,App,control,0,27998,23966.29,2,4
O001132,2025-02-15,C00693,P010,Home & Office,1,1599,0.0,App,control,0,1599,1599.0,2,4
O001133,2025-02-15,C02233,P003,Electronics,2,3499,0.094,Web,variant,0,6998,6340.19,3,4
O001134,2025-02-15,C01104,P003,Electronics,1,3499,0.0,App,variant,0,3499,3499.0,4,4
O001135,2025-02-15,C02096,P010,Home & Office,3,1599,0.118,App,control,0,4797,4230.95,7,3
O001136,2025-02-15,C00469,P012,Beauty,1,1799,0.124,App,control,0,1799,1575.92,5,5
O001137,2025-02-15,C02346,P001,Electronics,1,2499,0.031,App,variant,0,2499,2421.53,5,4
O001138,2025-02-15,C01206,P011,Beauty,3,1299,0.062,Web,variant,0,3897,3655.39,2,4
O001139,2025-02-15,C00724,P004,Home & Office,3,8999,0.041,App,variant,0,26997,25890.12,3,4
O001140,2025-02-15,C00849,P007,Fashion,1,3299,0.129,App,control,0,3299,2873.43,3,5
O001141,2025-02-15,C01503,P003,Electronics,1,3499,0.075,App,variant,0,3499,3236.58,3,4
O001142,2025-02-15,C00850,P007,Fashion,3,3299,0.041,App,control,0,9897,9491.22,2,5
O001143,2025-02-16,C02480,P006,Home & Office,2,4599,0.127,Marketplace,control,1,9198,0.0,5,3
O001144,2025-02-16,C01074,P012,Beauty,2,1799,0.117,Web,variant,0,3598,3177.03,3,4
O001145,2025-02-16,C00814,P001,Electronics,1,2499,0.129,Web,control,0,2499,2176.63,3,5
O001146,2025-02-16,C01670,P005,Home & Office,2,13999,0.0,Web,control,0,27998,27998.0,3,4
O001147,2025-02-16,C02477,P011,Beauty,1,1299,0.045,App,variant,0,1299,1240.54,3,4
O001148,2025-02-16,C01741,P006,Home & Office,1,4599,0.121,App,control,1,4599,0.0,4,3
O001149,2025-02-16,C00153,P011,Beauty,1,1299,0.0,Web,variant,0,1299,1299.0,7,5
O001150,2025-02-16,C02399,P009,Electronics,1,2199,0.0,Web,variant,0,2199,2199.0,6,4
O001151,2025-02-16,C00977,P010,Home & Office,1,1599,0.036,Web,variant,0,1599,1541.44,6,4
O001152,2025-02-16,C02202,P006,Home & Office,1,4599,0.126,Marketplace,control,0,4599,4019.53,3,4
O001153,2025-02-16,C01650,P011,Beauty,1,1299,0.081,App,variant,0,1299,1193.78,2,4
O001154,2025-02-16,C01030,P008,Fashion,1,1899,0.11,Marketplace,variant,0,1899,1690.11,1,4
O001155,2025-02-16,C00571,P002,Electronics,3,4999,0.021,App,control,0,14997,14682.06,1,5
O001156,2025-02-16,C02031,P001,Electronics,1,2499,0.02,Marketplace,control,0,2499,2449.02,4,4
O001157,2025-02-16,C01340,P001,Electronics,1,2499,0.164,App,variant,0,2499,2089.16,3,5
O001158,2025-02-16,C01844,P007,Fashion,1,3299,0.105,Web,control,0,3299,2952.6,4,4
O001159,2025-02-16,C02314,P008,Fashion,2,1899,0.016,Web,control,1,3798,0.0,4,3
O001160,2025-02-16,C01703,P008,Fashion,1,1899,0.0,Web,control,0,1899,1899.0,7,4
O001161,2025-02-16,C01491,P012,Beauty,3,1799,0.0,App,control,0,5397,5397.0,4,4
O001162,2025-02-16,C00376,P003,Electronics,1,3499,0.017,App,control,0,3499,3439.52,7,4
O001163,2025-02-16,C01172,P005,Home & Office,1,13999,0.004,Web,variant,0,13999,13943.0,3,3
O001164,2025-02-16,C00046,P007,Fashion,2,3299,0.078,Web,variant,0,6598,6083.36,3,3
O001165,2025-02-16,C00069,P009,Electronics,2,2199,0.12,App,variant,0,4398,3870.24,4,4
O001166,2025-02-16,C01610,P005,Home & Office,1,13999,0.075,App,control,0,13999,12949.08,3,5
O001167,2025-02-16,C00063,P004,Home & Office,1,8999,0.053,App,control,0,8999,8522.05,4,3
O001168,2025-02-16,C01184,P004,Home & Office,3,8999,0.101,Marketplace,variant,0,26997,24270.3,5,5
O001169,2025-02-16,C00168,P006,Home & Office,2,4599,0.06,Web,variant,0,9198,8646.12,4,5
O001170,2025-02-16,C00680,P009,Electronics,1,2199,0.0,Web,variant,0,2199,2199.0,2,3
O001171,2025-02-16,C02140,P001,Electronics,1,2499,0.092,App,control,0,2499,2269.09,4,4
O001172,2025-02-16,C01008,P001,Electronics,2,2499,0.104,Web,variant,0,4998,4478.21,2,3
O001173,2025-02-17,C00969,P001,Electronics,1,2499,0.152,App,control,0,2499,2119.15,3,5
O001174,2025-02-17,C02370,P004,Home & Office,1,8999,0.135,Web,variant,0,8999,7784.14,6,4
O001175,2025-02-17,C01741,P004,Home & Office,1,8999,0.046,Web,variant,0,8999,8585.05,1,3
O001176,2025-02-17,C00027,P011,Beauty,1,1299,0.067,Web,control,0,1299,1211.97,7,4
O001177,2025-02-17,C01471,P008,Fashion,2,1899,0.082,Marketplace,control,0,3798,3486.56,2,4
O001178,2025-02-17,C01401,P005,Home & Office,2,13999,0.093,App,variant,0,27998,25394.19,2,4
O001179,2025-02-17,C01694,P010,Home & Office,1,1599,0.17,Web,variant,1,1599,0.0,3,2
O001180,2025-02-17,C00029,P004,Home & Office,1,8999,0.076,App,variant,0,8999,8315.08,6,4
O001181,2025-02-17,C01187,P008,Fashion,2,1899,0.049,Web,control,0,3798,3611.9,2,5
O001182,2025-02-17,C01061,P007,Fashion,1,3299,0.155,Web,control,0,3299,2787.66,1,5
O001183,2025-02-17,C00666,P006,Home & Office,1,4599,0.153,Web,variant,0,4599,3895.35,3,4
O001184,2025-02-17,C01028,P002,Electronics,1,4999,0.134,Web,variant,0,4999,4329.13,4,4
O001185,2025-02-17,C01930,P005,Home & Office,1,13999,0.0,Web,variant,1,13999,0.0,5,4
O001186,2025-02-17,C01940,P012,Beauty,1,1799,0.085,App,control,0,1799,1646.08,1,5
O001187,2025-02-17,C01393,P002,Electronics,2,4999,0.066,App,variant,0,9998,9338.13,4,3
O001188,2025-02-17,C02296,P006,Home & Office,2,4599,0.106,Marketplace,variant,0,9198,8223.01,2,4
O001189,2025-02-17,C00522,P009,Electronics,1,2199,0.028,Web,control,0,2199,2137.43,3,4
O001190,2025-02-17,C00542,P009,Electronics,1,2199,0.129,Web,variant,1,2199,0.0,7,3
O001191,2025-02-17,C01611,P006,Home & Office,1,4599,0.101,Web,variant,0,4599,4134.5,7,4
O001192,2025-02-17,C01415,P004,Home & Office,1,8999,0.133,App,control,0,8999,7802.13,7,2
O001193,2025-02-17,C00118,P010,Home & Office,2,1599,0.035,Marketplace,control,1,3198,0.0,3,4
O001194,2025-02-18,C00919,P012,Beauty,1,1799,0.096,Web,variant,0,1799,1626.3,4,5
O001195,2025-02-18,C01576,P009,Electronics,1,2199,0.127,App,control,0,2199,1919.73,6,4
O001196,2025-02-18,C00001,P005,Home & Office,1,13999,0.0,Marketplace,control,0,13999,13999.0,3,5
O001197,2025-02-18,C00301,P008,Fashion,1,1899,0.12,Marketplace,control,0,1899,1671.12,3,4
O001198,2025-02-18,C02430,P012,Beauty,2,1799,0.058,App,control,0,3598,3389.32,4,5
O001199,2025-02-18,C00297,P009,Electronics,1,2199,0.079,Marketplace,control,0,2199,2025.28,3,4
O001200,2025-02-18,C02372,P005,Home & Office,1,13999,0.155,Web,control,0,13999,11829.16,4,4
O001201,2025-02-18,C01297,P006,Home & Office,1,4599,0.145,App,control,0,4599,3932.14,3,4
O001202,2025-02-18,C01417,P004,Home & Office,2,8999,0.045,Marketplace,variant,0,17998,17188.09,5,4
O001203,2025-02-18,C01675,P012,Beauty,3,1799,0.0,App,control,0,5397,5397.0,5,5
O001204,2025-02-18,C01324,P001,Electronics,2,2499,0.075,Web,control,1,4998,0.0,3,4
O001205,2025-02-18,C01464,P001,Electronics,1,2499,0.144,Web,control,0,2499,2139.14,3,4
O001206,2025-02-18,C00079,P005,Home & Office,1,13999,0.159,Web,control,0,13999,11773.16,6,4
O001207,2025-02-18,C01723,P003,Electronics,1,3499,0.0,App,variant,0,3499,3499.0,4,5
O001208,2025-02-18,C02236,P007,Fashion,1,3299,0.116,App,variant,0,3299,2916.32,3,4
O001209,2025-02-18,C00002,P004,Home & Office,1,8999,0.108,App,control,0,8999,8027.11,7,3
O001210,2025-02-18,C01084,P004,Home & Office,3,8999,0.126,App,variant,0,26997,23595.38,1,4
O001211,2025-02-18,C02170,P004,Home & Office,2,8999,0.081,Marketplace,variant,0,17998,16540.16,4,5
O001212,2025-02-19,C01316,P006,Home & Office,2,4599,0.0,Web,variant,0,9198,9198.0,1,5
O001213,2025-02-19,C02193,P009,Electronics,1,2199,0.053,Web,variant,0,2199,2082.45,3,5
O001214,2025-02-19,C02022,P012,Beauty,1,1799,0.025,Web,variant,0,1799,1754.02,3,4
O001215,2025-02-19,C01185,P012,Beauty,1,1799,0.018,App,control,1,1799,0.0,3,3
O001216,2025-02-19,C01081,P009,Electronics,2,2199,0.127,Web,control,0,4398,3839.45,6,5
O001217,2025-02-19,C01250,P011,Beauty,3,1299,0.07,Web,control,1,3897,0.0,3,4
O001218,2025-02-19,C00182,P005,Home & Office,2,13999,0.104,Web,variant,0,27998,25086.21,4,4
O001219,2025-02-19,C01339,P011,Beauty,1,1299,0.143,App,control,0,1299,1113.24,3,3
O001220,2025-02-19,C00520,P008,Fashion,2,1899,0.0,App,variant,0,3798,3798.0,7,3
O001221,2025-02-19,C00880,P004,Home & Office,1,8999,0.176,App,control,1,8999,0.0,7,2
O001222,2025-02-19,C02418,P012,Beauty,1,1799,0.187,App,control,0,1799,1462.59,6,4
O001223,2025-02-19,C01695,P008,Fashion,2,1899,0.0,App,control,0,3798,3798.0,4,5
O001224,2025-02-19,C00576,P010,Home & Office,1,1599,0.122,Web,control,0,1599,1403.92,3,4
O001225,2025-02-19,C00005,P009,Electronics,1,2199,0.199,Web,variant,0,2199,1761.4,2,4
O001226,2025-02-19,C01194,P012,Beauty,2,1799,0.0,App,control,0,3598,3598.0,6,4
O001227,2025-02-19,C00797,P008,Fashion,2,1899,0.01,App,control,0,3798,3760.02,4,4
O001228,2025-02-19,C01934,P008,Fashion,1,1899,0.129,Web,variant,0,1899,1654.03,4,4
O001229,2025-02-19,C01204,P009,Electronics,2,2199,0.108,App,variant,0,4398,3923.02,2,5
O001230,2025-02-19,C00181,P010,Home & Office,1,1599,0.093,App,control,0,1599,1450.29,5,4
O001231,2025-02-19,C01037,P008,Fashion,1,1899,0.065,App,control,0,1899,1775.56,4,3
O001232,2025-02-19,C00956,P004,Home & Office,2,8999,0.089,App,variant,0,17998,16396.18,2,5
O001233,2025-02-19,C00816,P005,Home & Office,1,13999,0.0,App,variant,0,13999,13999.0,2,4
O001234,2025-02-19,C01236,P010,Home & Office,4,1599,0.008,Web,control,1,6396,0.0,4,2
O001235,2025-02-19,C02084,P006,Home & Office,1,4599,0.073,App,variant,0,4599,4263.27,5,4
O001236,2025-02-19,C01563,P005,Home & Office,1,13999,0.0,App,variant,0,13999,13999.0,4,4
O001237,2025-02-19,C02277,P009,Electronics,1,2199,0.072,App,control,0,2199,2040.67,5,4
O001238,2025-02-20,C01121,P002,Electronics,3,4999,0.079,Marketplace,control,0,14997,13812.24,2,4
O001239,2025-02-20,C01115,P006,Home & Office,2,4599,0.036,App,control,0,9198,8866.87,4,4
O001240,2025-02-20,C00715,P010,Home & Office,1,1599,0.039,App,variant,0,1599,1536.64,3,5
O001241,2025-02-20,C02168,P002,Electronics,1,4999,0.017,App,control,0,4999,4914.02,3,3
O001242,2025-02-20,C00133,P011,Beauty,1,1299,0.051,Web,control,0,1299,1232.75,2,4
O001243,2025-02-20,C00051,P008,Fashion,1,1899,0.102,App,control,0,1899,1705.3,2,4
O001244,2025-02-20,C00578,P008,Fashion,1,1899,0.106,Web,variant,1,1899,0.0,6,2
O001245,2025-02-20,C01997,P005,Home & Office,1,13999,0.141,App,control,0,13999,12025.14,3,5
O001246,2025-02-20,C00632,P012,Beauty,1,1799,0.071,App,control,0,1799,1671.27,5,5
O001247,2025-02-20,C00209,P010,Home & Office,2,1599,0.107,App,variant,0,3198,2855.81,5,5
O001248,2025-02-20,C00991,P008,Fashion,1,1899,0.0,App,variant,0,1899,1899.0,3,4
O001249,2025-02-20,C00182,P005,Home & Office,2,13999,0.092,Web,control,0,27998,25422.18,3,4
O001250,2025-02-20,C00203,P004,Home & Office,1,8999,0.067,Web,control,0,8999,8396.07,3,3
O001251,2025-02-20,C02315,P009,Electronics,1,2199,0.11,App,control,1,2199,0.0,6,4
O001252,2025-02-20,C01765,P008,Fashion,1,1899,0.063,Marketplace,variant,0,1899,1779.36,4,4
O001253,2025-02-20,C00070,P004,Home & Office,1,8999,0.057,App,control,0,8999,8486.06,3,4
O001254,2025-02-20,C01054,P002,Electronics,1,4999,0.031,App,control,0,4999,4844.03,4,4
O001255,2025-02-20,C01629,P002,Electronics,1,4999,0.14,Web,variant,0,4999,4299.14,5,4
O001256,2025-02-20,C00471,P002,Electronics,1,4999,0.043,Web,variant,0,4999,4784.04,3,3
O001257,2025-02-20,C02381,P011,Beauty,3,1299,0.192,Web,control,0,3897,3148.78,3,4
O001258,2025-02-20,C00688,P012,Beauty,1,1799,0.001,Web,variant,0,1799,1797.2,2,3
O001259,2025-02-20,C01508,P010,Home & Office,2,1599,0.15,Marketplace,control,0,3198,2718.3,4,3
O001260,2025-02-20,C01233,P012,Beauty,1,1799,0.0,App,control,0,1799,1799.0,7,3
O001261,2025-02-20,C02332,P008,Fashion,3,1899,0.07,App,variant,0,5697,5298.21,3,4
O001262,2025-02-20,C00965,P006,Home & Office,4,4599,0.045,Web,variant,0,18396,17568.18,6,3
O001263,2025-02-21,C00414,P001,Electronics,2,2499,0.106,App,variant,0,4998,4468.21,5,3
O001264,2025-02-21,C00201,P012,Beauty,1,1799,0.129,App,variant,0,1799,1566.93,5,5
O001265,2025-02-21,C01392,P010,Home & Office,1,1599,0.196,App,control,0,1599,1285.6,5,5
O001266,2025-02-21,C00026,P004,Home & Office,1,8999,0.048,App,variant,0,8999,8567.05,5,5
O001267,2025-02-21,C00380,P003,Electronics,1,3499,0.036,Web,variant,0,3499,3373.04,3,4
O001268,2025-02-21,C00930,P010,Home & Office,1,1599,0.133,Web,control,0,1599,1386.33,5,5
O001269,2025-02-21,C01604,P011,Beauty,1,1299,0.072,Web,control,1,1299,0.0,7,3
O001270,2025-02-21,C00816,P007,Fashion,3,3299,0.042,App,control,0,9897,9481.33,2,5
